aaaa=1,啊啊啊啊
bbdd=2,斑斑点点
bbdg=1,步步登高
bbdj=1,并不多见
bbdl=1,百般抵赖
bbdl=2,不必多礼
bbdl=3,不必多虑
bbdn=1,百般刁难
bbds=1,巴巴多斯
bbdt=1,包办代替
bbdu=1,不必多说
bbdu=2,并不都是
bbdu=3,不变的是
bbdv=1,不必当真
bbdx=1,不必担心
bbdy=1,并不等于
bbdy=2,逼不得已
bbdy=3,不必多言
bbdy=4,碧波荡漾
bbeb=1,奔波儿灞
bbeb=2,灞波儿奔
bbew=1,暴毙而亡
bbez=1,宝贝儿子
bbfa=1,鬓发
bbfd=1,并不反对
bbff=1,缤纷
bbff=2,本本分分
bbfh=1,并不符合
bbfi=1,百般奉承
bbfn=1,不必烦恼
bbfp=1,不包分配
bbfr=1,并不否认
bbft=1,避避风头
bbfu=1,宾服
bbfx=1,不避风险
bbfy=1,不避斧钺
bbfz=1,并不复杂
bbgd=1,宝贝疙瘩
bbgm=1,并不感冒
bbgo=1,宾果
bbgp=1,并不公平
bbgr=1,宾馆
bbgt=1,不必管他
bbgu=1,步步高升
bbgu=2,髌骨
bbgx=1,版本更新
bbhd=1,滨海
bbhh=1,百般呵护
bbhh=2,比比划划
bbhj=1,宝贝回家
bbhk=1,并不好看
bbhl=1,版本红利
bbhx=1,不抱幻想
bbhy=1,包办婚姻
bbie=1,殡车
bbig=1,滨城
bbig=2,表白成功
bbii=1,摈斥
bbij=1,不被察觉
bbir=1,宾川
bbiu=1,百病缠身
bbiu=2,摈除
bbiu=3,不败传说
bbiy=1,百步穿杨
bbjb=1,步步紧逼
bbjd=1,并不觉得
bbjg=1,步步紧跟
bbjg=2,八部金刚
bbjh=1,不必惊慌
bbjj=1,边边角角
bbjj=2,并不仅仅
bbjj=3,白白净净
bbjl=1,滨江
bbjl=3,变本加厉
bbjn=1,鬓角
bbjr=1,并不尽然
bbju=1,比比皆是
bbju=2,半壁江山
bbjv=1,标本兼治
bbjv=2,本报记者
bbjx=1,步步惊心
bbjx=2,不避艰险
bbke=1,宾客
bbkh=1,并不看好
bbkh=2,不被看好
bbkk=1,并不可靠
bbkm=1,必不可免
bbkn=1,并不可能
bbkp=1,并不可怕，
bbkp=2,并不可怕
bbkq=1,必不可缺
bbkq=2,不必客气
bbku=1,必不可少
bbkv=1,并不看重
bbkx=1,并不开心
bbky=1,并不可以
bblb=1,濒临
bblf=1,白白浪费
bblg=1,宝贝老公
bblh=1,步步莲花
bblh=2,槟榔
bblh=3,版本落后
bbli=1,宾利
bblj=1,并不了解
bblj=2,不被理解
bblk=1,奔波劳苦
bbll=1,冰冰凉凉
bbll=2,奔波劳碌
bbll=3,斑驳陆离
bblm=1,殡殓
bblp=1,宝贝老婆
bbls=1,八八六十四
bblx=1,并不理想
bbly=2,毕不了业
bbly=3,半部论语
bbmb=1,并不明白
bbmc=1,鬓毛
bbmd=1,并不矛盾
bbmf=1,不帮忙是本分
bbmj=1,比表面积
bbml=1,奔波忙碌
bbmm=1,爸爸妈妈
bbmq=1,不必勉强
bbmu=1,不便明说
bbmz=1,并不满足
bbne=1,宝贝女儿
bbnf=1,别不耐烦
bbng=1,并不能够
bbni=1,啵啵奶茶
bbnn=1,白白嫩嫩
bbpg=1,宾朋
bbpp=1,白白胖胖
bbqe=1,爸爸去哪儿
bbqg=1,彪炳千古
bbqg=2,遍布全国
bbqi=1,摈弃
bbqi=2,并不清楚
bbqq=1,悲悲戚戚
bbqq=2,悲悲切切
bbqu=1,并不全是
bbqv=1,版本前瞻
bbqy=1,并不起眼
bbqz=1,百般劝阻
bbrd=1,兵败如山倒
bbrf=1,不抱任何想法
bbrk=1,不被认可
bbrl=3,鞭辟入里
bbru=1,并不认识
bbru=2,并不认为是
bbrw=1,并不认为
bbrw=2,不抱任何希望
bbrx=1,不抱任何幻想
bbry=1,并不容易
bbry=2,被捕入狱
bbsi=1,濒死
bbth=1,并不太好
bbtl=1,版本T0
bbtl=2,不便透露
bbtl=3,八部天龙
bbts=1,巴巴托斯
bbts=2,芭芭脱丝
bbtt=1,蹦蹦跳跳
bbtt=2,百般挑剔
bbty=1,并不同意
bbub=1,百八十遍
bbuc=1,彪炳史册
bbug=1,百八十个
bbug=2,并不是一个
bbuh=1,并不适合
bbuh=2,不败神话
bbuh=3,遍布伤痕
bbuj=1,勃勃生机
bbul=2,步步生莲
bbum=1,帮不上忙
bbum=2,不辨菽麦
bbur=1,百八十人
bbuu=1,并不是说
bbuu=2,颁布实施
bbuv=1,并不是意味着
bbuw=1,并不是因为
bbux=1,补办手续
bbuy=1,百不失一
bbuz=1,补补身子
bbuz=2,半边身子
bbvd=1,并不知道
bbvd=2,不败之地
bbvd=3,并不值得
bbvi=1,并不支持
bbvi=2,不便之处
bbvj=1,八拜之交
bbvj=2,八拜至交
bbvl=1,蚌埠住了
bbvl=2,绷不住了
bbvl=3,憋不住了
bbvm=1,百般折磨
bbvq=1,并不知情
bbvq=2,北部战区
bbvu=1,宾主
bbvu=2,并不只是
bbvw=1,不辨真伪
bbvw=2,背部指纹
bbvy=1,并不重要
bbvy=2,不白之冤
bbvy=3,本本主义
bbvz=1,滨州
bbvz=2,版本之子
bbwb=1,并不违背
bbwg=1,并不为过
bbwi=1,卑鄙无耻
bbwi=2,卑鄙龌龊
bbwn=1,被逼无奈
bbwn=2,百般无奈
bbwp=1,必备物品
bbwq=1,并不完全
bbwq=2,碧波万顷
bbwu=1,并不完全是
bbww=1,濒危
bbww=2,芭比娃娃
bbww=3,病病歪歪
bbwx=1,白璧微瑕
bbwx=2,白璧无瑕
bbwy=1,步步为营
bbwy=2,必败无疑
bbxd=1,拜把兄弟
bbxg=1,并不习惯
bbxh=1,并不喜欢
bbxj=1,斑斑血迹
bbxj=2,癍癍血迹
bbxq=1,编不下去
bbxr=1,兵不血刃
bbxr=2,被保险人
bbxt=1,并不相同
bbxu=1,不便细说
bbxw=1,不抱希望
bbxw=2,并不希望
bbxy=1,并不需要
bbxy=2,并不想要
bbyd=1,并不一定
bbyd=2,不必要的
bbyf=1,饱饱眼福
bbyg=1,本不应该
bbyh=1,宾阳
bbyh=2,被边缘化
bbyi=1,殡仪
bbyl=1,彬彬有礼
bbym=1,不拔一毛
bbyu=1,宾语
bbyu=2,濒于
bbyv=1,兵不厌诈
bbyv=2,并不一致
bbyw=1,并不意味着
bbyw=2,并不因为
bbyw=3,并不意外
bbyx=1,并不影响
bbyx=2,不必言谢
bbyx=3,不被允许
bbyy=1,并不一样
bbyy=2,巴布亚新几内亚
bbyy=3,病病殃殃
bbzd=1,摆把子兄弟
bbzh=1,殡葬
bbzh=2,并不在乎
bbzm=1,并不怎么
bbzm=2,八辈子血霉
bbzn=1,百般阻挠
bbzr=1,不把自己当外人
bbzt=1,并不赞同
bbzu=1,悲不自胜
bbzu=2,并不总是
bbzw=1,奔波在外
bbzx=1,摆把子弟兄
bbzy=1,不必在意
bbzy=2,并不在于
bbzz=1,八辈祖宗
bcan=1,保安
bcan=2,报案
bcbb=1,并存不悖
bcbc=1,宝宝
bcbc=2,薄薄
bcbc=3,彼此彼此
bcbc=4,抱抱
bcbf=1,保本
bcbi=1,包庇
bcbi=2,暴毙
bcbj=1,包办
bcbj=2,报班
bcbk=1,刨冰
bcbk=2,抱病
bcbk=3,薄饼
bcbk=4,别踩白块
bcbm=1,褒贬
bcbn=1,保镖
bcbn=2,报表
bcbn=3,爆表
bcbo=1,鲍勃
bcbw=1,宝贝
bcbw=2,报备
bccd=1,包菜
bccg=1,薄层
bccg=2,包层
bcch=1,爆仓
bcch=2,包藏
bcch=3,保藏
bcci=1,褒词
bccj=1,饱餐
bcco=1,报错
bccu=1,爆粗
bccv=1,薄脆
bccy=1,保存
bcda=1,报答
bcda=2,暴打
bcdc=1,报道
bcdc=2,报到
bcdc=3,报导
bcdd=1,薄待
bcdf=1,不错的想法
bcdi=1,宝地
bcdi=2,保底
bcdj=1,保单
bcdk=1,保定
bcdm=1,宝典
bcdn=1,爆掉
bcdp=1,暴跌
bcdr=1,报端
bcds=1,暴动
bcdu=1,爆肚
bcdu=2,报毒
bcdu=3,饱读
bcdy=1,不错的主意
bcdz=1,爆豆
bceb=1,不辞而别
bcee=1,保额
bcen=1,报恩
bcfa=1,爆发
bcfa=2,暴发
bcfb=1,本次发布
bcff=1,爆粉
bcff=2,报分
bcfg=1,暴风
bcfh=1,包房
bcfj=1,饱饭
bcfj=2,包饭
bcfu=1,报复
bcfu=2,包袱
bcfu=3,抱负
bcfw=1,报废
bcfw=2,保费
bcfy=1,不测风云
bcgc=1,报告
bcgd=1,爆改
bcgd=2,宝盖
bcge=1,饱嗝
bcgh=1,爆缸
bcgh=2,宝钢
bcgj=1,爆肝
bcgj=2,包干
bcgl=1,曝光
bcgm=1,本草纲目
bcgo=1,包裹
bcgo=2,报国
bcgr=1,保管
bcgr=2,报关
bcgs=1,包公
bcgs=2,包工
bcgu=1,包谷
bcgu=2,苞谷
bcgv=1,宝贵
bcgw=1,报给
bcgw=2,包给
bchb=1,薄此厚彼
bchc=1,包好
bche=1,饱和
bche=2,宝盒
bchf=1,抱恨
bchf=2,保存回放
bchj=1,包含
bchj=2,饱含
bchl=1,保皇
bchr=1,包换
bchs=1,爆红
bchu=1,保护
bchv=1,抱回
bchx=1,包藏祸心
bchy=1,本次会议
bchz=1,薄厚
bcia=1,宝刹
bcic=1,包抄
bcic=2,爆炒
bcid=1,宝钗
bcie=1,包车
bcig=1,报呈
bcih=1,包场
bcih=2,报偿
bcii=1,保持
bcii=2,包吃
bcij=1,包产
bcil=1,刨床
bcir=1,包船
bcir=2,宝船
bciu=1,爆出
bciu=2,报出
bciy=1,报春
bciz=1,报酬
bciz=2,报仇
bcjb=1,抱紧
bcjb=2,抱进
bcjd=1,不存芥蒂
bcji=1,暴击
bcji=2,宝鸡
bcjk=1,报警
bcjk=2,饱经
bcjk=3,包茎
bcjl=1,褒奖
bcjl=2,包浆
bcjl=3,爆浆
bcjm=1,保健
bcjm=2,宝剑
bcjm=3,包间
bcjn=1,保教
bcjp=1,保洁
bcjp=2,宝洁
bcjq=1,薄酒
bcjr=1,宝眷
bcju=1,宝具
bcju=2,保举
bcju=3,爆菊
bcjx=1,报价
bcjx=2,包夹
bcjx=3,保价
bcjy=1,暴君
bcjy=2,宝骏
bckc=1,报考
bckd=1,爆开
bckd=2,剥开
bcke=1,剥壳
bcki=1,病从口入，祸从口出
bckj=1,报刊
bcko=1,包括
bckr=1,爆款
bckr=2,病从口入
bcks=1,暴恐
bcku=1,宝库
bckv=1,抱愧
bckz=1,暴扣
bcle=1,报了
bcle=2,饱了
bclg=1,爆冷
bcli=1,暴力
bcli=2,包里
bcli=3,暴利
bcli=4,暴戾
bclj=1,包揽
bclj=2,宝蓝
bclk=1,保龄
bclk=2,不辞劳苦
bclk=3,不曾离开
bcll=1,保量
bcln=1,爆料
bcln=2,报料
bclo=1,保罗
bclo=2,包罗
bclp=1,爆裂
bclp=2,暴烈
bclq=1,保留
bclq=2,不曾离去
bclr=1,暴乱
bcls=1,暴龙
bclu=1,暴露
bclv=1,爆率
bclw=1,堡垒
bclw=2,暴雷
bcly=1,暴论
bclz=1,暴露
bcma=1,宝马
bcma=2,宝妈
bcmb=1,百辞莫辩
bcmb=2,暴民
bcmc=1,豹猫
bcmi=1,保密
bcmi=2,苞米
bcmj=1,饱满
bcmj=2,爆满
bcmk=1,报名
bcmk=2,保命
bcmm=1,薄面
bcmo=1,薄膜
bcmu=1,保姆
bcmu=2,报幕
bcmw=2,胞妹
bcnh=1,包囊
bcnm=1,包年
bcnr=1,保暖
bcnr=2,饱暖
bcnt=1,暴虐
bcnu=1,暴怒
bcpg=2,爆棚
bcpg=3,本次评估
bcpi=1,包皮
bcpi=2,豹皮
bcpj=1,报盘
bcpk=1,宝瓶
bcpkan=1,报平安
bcpkan=2,保平安
bcpm=1,薄片
bcpn=1,包票
bcpn=2,保票
bcpo=1,爆破
bcpw=1,包赔
bcpx=1,本次评选
bcqi=1,抱起
bcqi=2,暴起
bcqi=3,爆气
bcqk=1,报请
bcqk=2,薄情
bcql=1,宝强
bcqm=1,抱歉
bcqr=1,保全
bcqr=2,抱拳
bcqu=1,抱屈
bcqx=1,保存期限
bcre=1,暴热
bcrf=1,保人
bcrj=1,爆燃
bcro=1,薄弱
bcrs=1,包容
bcru=1,爆乳
bcsh=1,报丧
bcsi=1,暴死
bcsi=2,褒姒
bcss=1,保送
bcss=2,报送
bcta=1,宝塔
bctd=1,爆胎
bctd=2,保胎
bcth=1,煲汤
bcti=1,胞体
bctj=1,报摊
bctk=1,报亭
bctl=1,保存体力
bctn=1,暴跳
bcto=1,剥脱
bctr=1,抱团
bcts=1,报童
bctu=1,暴徒
bctv=1,包退
bctv=2,百层挑战
bctx=1,不曾停歇
bcty=1,包臀
bctz=1,抱头
bctz=2,爆头
bcua=1,薄纱
bcua=2,爆杀
bcud=1,暴晒
bcue=1,报社
bcuf=1,报审
bcuh=1,报上
bcui=1,宝石
bcui=2,保湿
bcui=3,保释
bcuj=1,宝山
bcuq=1,抱残守缺
bcuu=1,报数
bcuv=1,报税
bcuv=2,保税
bcuv=3,保存设置
bcuz=1,保守
bcuz=2,饱受
bcva=1,爆炸
bcva=2,包扎
bcvc=1,鲍照
bcve=1,抱着
bcvf=1,抱枕
bcvf=2,保真
bcvg=1,保证
bcvg=2,暴政
bcvh=1,保障
bcvh=2,暴涨
bcvi=1,报纸
bcvi=2,保值
bcvj=1,报站
bcvj=2,彼此之间
bcvj=3,饱蘸
bcvl=1,包装
bcvl=2,悲从中来
bcvs=1,保重
bcvt=1,彼苍者天
bcvu=1,抱住
bcvu=2,爆竹
bcvule=1,抱住了
bcvule=2,保住了
bcvy=1,保准
bcvy=2,博采众议
bcvz=1,煲粥
bcwa=1,辩才无碍
bcwa=2,抱娃
bcwd=1,保外
bcwf=1,保温
bcwf=2,报文
bcwh=1,暴亡
bcwh=2,保存完好
bcwj=1,报完
bcwn=1,博茨瓦纳
bcwo=1,抱窝
bcwu=1,宝物
bcww=1,包围
bcww=2,保卫
bcxb=1,报信
bcxg=1,彼此相关
bcxi=1,报喜
bcxi=2,抱膝
bcxk=1,暴行
bcxk=2,不辞辛苦
bcxl=1,包厢
bcxl=2,宝箱
bcxl=3,不辞辛劳
bcxm=1,保险
bcxm=2,保鲜
bcxn=1,报销
bcxn=2,爆笑
bcxq=1,保修
bcxq=2,报修
bcxr=1,彼此信任
bcxs=1,胞兄
bcxs=2,抱胸
bcxt=1,暴雪
bcxt=2,饱学
bcxu=1,拨草寻蛇
bcxw=1,不残血不会玩
bcxx=1,包下
bcya=1,龅牙
bcyb=1,暴饮
bcyc=1,抱腰
bcyd=1,饱餐一顿
bcye=1,包夜
bcye=2,报业
bcyh=1,保养
bcyh=2,包养
bcyi=1,报以
bcyi=2,褒义
bcyj=1,保研
bcyj=2,包烟
bcyk=1,报应
bcyr=1,抱怨
bcyr=2,报怨
bcys=1,保用
bcyt=1,包月
bcyu=1,暴雨
bcyu=2,鲍鱼
bcyy=1,包孕
bcyz=1,保佑
bcyz=2,包邮
bcza=1,包扎
bczc=1,暴躁
bczd=1,包在
bczg=1,暴增
bczh=1,宝藏
bczh=2,薄葬
bczi=1,包子
bczi=2,豹子
bczl=1,不存在了
bczo=1,宝座
bczu=1,包租
bczz=1,暴走
bczz=2,抱走
bczz=3,暴揍
bdad=1,被动挨打
bdan=1,不得安宁
bdau=1,不得安生
bdba=1,不得不爱
bdbc=1,百宝
bdbc=2,不打不成材
bdbd=1,白白
bdbd=2,拜拜
bdbf=1,不得不服
bdbi=1,败笔
bdbi=2,白璧
bdbj=1,百般
bdbj=2,白板
bdbj=3,白班
bdbk=1,百病
bdbk=2,白冰
bdbk=3,败兵
bdbk=4,百度百科
bdbl=1,宝刀不老
bdbl=2,不得不来
bdbm=1,百变
bdbm=2,白边
bdbm=3,表弟表妹
bdbn=1,不但不能
bdbp=1,拜别
bdbp=2,抱打不平
bdbq=1,百毒不侵
bdbq=2,病得不轻
bdbr=1,不得不承认
bdbt=1,不得不低头
bdbt=2,棒打不回头
bdbu=1,摆布
bdbu=2,不得不说
bdbu=3,不打不相识
bdbu=4,白布
bdbv=1,不当不正
bdbw=1,败北
bdbw=2,百倍
bdbx=1,不大不小
bdbx=2,保大保小
bdby=1,不得不用
bdcc=1,百草
bdcd=1,白菜
bdcd=2,百度词典
bdcg=1,不打草稿
bdci=1,白瓷
bdcp=1,本地磁盘
bdcs=1,白葱
bdcu=1,白醋
bdda=1,白搭
bdda=2,白打
bdda=3,百搭
bddc=1,拜倒
bddc=2,白道
bddd=1,白带
bddd=3,不道德的
bddd=4,百代
bddf=1,别的地方
bddg=1,拜登
bddg=2,白灯
bddg=3,白等
bddh=1,摆荡
bddi=1,白底
bddi=2,白帝
bddk=1,白丁
bddl=1,不懂道理
bddm=1,白点
bddm=2,白电
bddr=1,掰断
bdds=1,摆动
bdds=2,白洞
bddt=1,百度地图
bddt=2,不登大雅之堂
bddu=1,百度
bddu=2,摆渡
bddu=3,拜读
bddu=4,不单单是
bddu=5,遍地都是
bddx=1,别的东西
bddy=1,不登大雅
bddz=1,白豆
bdee=1,白鹅
bdee=2,白垩
bdeh=1,不断恶化
bdei=1,背道而驰
bdeq=1,拔地而起
bder=1,拜耳
bdev=1,不得而知
bdfa=1,白发
bdff=1,白粉
bdff=2,百分
bdfg=1,白得发光
bdfg=2,白的发光
bdfh=1,拜访
bdfh=2,摆放
bdfh=3,标点符号
bdfi=1,不定方程
bdfj=1,白饭
bdfj=2,白矾
bdfo=1,拜佛
bdfu=1,拜服
bdfu=2,表达方式
bdfv=1,不断发展
bdfw=1,白费
bdfw=2,本地服务
bdfx=1,不断发现
bdfy=1,百度翻译
bdgb=1,不断改变
bdge=1,白鸽
bdgj=1,白干
bdgj=2,不断改进
bdgj=3,不懂规矩
bdgj=4,百感
bdgl=1,白光
bdgl=2,败光
bdgo=1,白果
bdgo=2,百果
bdgr=1,百官
bdgs=1,白宫
bdgs=2,毕达哥拉斯
bdgu=1,白骨
bdgu=2,不断改善
bdgw=1,败给
bdgw=2,白给
bdhc=1,摆好
bdhe=1,白鹤
bdhe=2,百合
bdhe=3,捭阖
bdhk=1,败坏
bdho=1,百货
bdho=2,白活
bdho=3,败火
bdhq=1,不懂行情
bdhs=1,不得好死
bdhs=2,不到黄河心不死
bdhu=1,白虎
bdhu=2,白狐
bdhu=3,不当回事
bdhv=1,拜会
bdhw=1,白黑
bdhw=2,不大会玩
bdhx=1,白话
bdhx=2,百花
bdhx=3,白花
bdhz=1,白喉
bdhz=2,白底黑字
bdhz=3,白底红字
bdia=1,白茶
bdic=1,半点差错
bdie=1,掰扯
bdig=1,白城
bdih=1,不到长城非好汉
bdii=1,白痴
bdii=2,百尺
bdir=1,百川
bdis=1,白种
bdiu=1,摆出
bdiu=2,不断尝试
bdiv=1,摆锤
bdix=1,不断出现
bdjb=1,白金
bdjb=2,拜金
bdjf=1,不定积分
bdjg=1,兵多将广
bdjg=2,八大金刚
bdjg=3,不当家不知柴米贵
bdji=1,败绩
bdjk=1,白净
bdjl=1,败将
bdjl=2,不断积累
bdjm=1,拜见
bdjm=2,摆件
bdjn=1,被动技能
bdjp=1,白洁
bdjq=1,白酒
bdjq=3,摆酒
bdjr=1,白卷
bdju=1,博大精深
bdju=2,败局
bdjw=1,不懂就问
bdjx=1,败家
bdjx=2,百家
bdjy=1,败军
bdjy=2,白军
bdkd=1,掰开
bdkd=4,摆开
bdke=1,百科
bdke=2,百克
bdkh=1,遍地开花
bdkj=1,白看
bdkj=2,八度空间
bdkn=1,不大可能
bdkn=2,鞭打快牛
bdko=1,摆阔
bdkt=1,北达科他
bdkv=1,百度快照
bdky=1,不打诳语
bdla=1,白蜡
bdlb=1,白磷
bdld=1,白来
bdlg=1,布达拉宫
bdlh=1,白狼
bdlh=2,白浪
bdli=1,百里
bdlj=1,摆烂
bdlj=2,不大了解
bdlj=3,本地连接
bdlk=1,白领
bdlk=2,白绫
bdlk=3,百灵
bdll=1,白亮
bdll=2,不得了了
bdlm=1,白脸
bdlo=1,败落
bdlp=1,摆列
bdlq=1,败柳
bdlq=2,表达了作者的思乡之情
bdlr=1,被代理人
bdls=1,白龙
bdls=2,白葱
bdlu=1,败露
bdlu=2,白鹭
bdlu=3,白露
bdlw=1,败类
bdly=1,拜伦
bdlz=1,败露
bdma=1,白马
bdmc=1,白毛
bdmc=2,白猫
bdmd=1,不达目的
bdmg=1,拜盟
bdmg=2,抱得美人归
bdmh=1,白忙
bdmh=2,百忙
bdmi=1,百米
bdmi=2,白米
bdmj=1,摆满
bdmk=1,摆明
bdmm=1,白面
bdmn=1,白描
bdmo=1,白沫
bdmo=2,白膜
bdmu=1,柏木
bdmw=1,白眉
bdmw=2,不动明王
bdmx=1,不达目的不罢休
bdmx=2,不得民心
bdmx=3,不达目的誓不罢休
bdmy=1,不但没有
bdna=1,白拿
bdnf=1,白嫩
bdni=1,布丁奶茶
bdnj=1,不动脑筋
bdnl=1,表达能力
bdnm=1,百年
bdnm=2,拜年
bdnn=1,百鸟
bdnq=1,白牛
bdns=1,摆弄
bdnu=1,白奴
bdnz=1,不动脑子
bdnz=2,不带脑子
bdpc=1,白跑
bdpc=2,白袍
bdpd=1,摆拍
bdph=1,白胖
bdpi=1,白皮
bdpi=2,白啤
bdpj=1,摆盘
bdpk=1,摆平
bdpk=2,白屏
bdpk=3,彼得帕克
bdpm=1,必读篇目
bdpn=1,白嫖
bdpo=1,布达佩斯
bdps=1,布达佩斯
bdpu=1,摆谱
bdqf=1,不得其法
bdqh=1,北大清华
bdqi=1,白起
bdqi=2,白旗
bdqj=1,不得其解
bdqj=2,不断前进
bdqk=1,拜请
bdql=1,百强
bdql=2,剥夺权利
bdqn=1,北大青鸟
bdqq=1,白球
bdqr=1,摆拳
bdqr=2,败犬
bdqs=1,不得其所
bdqu=1,白区
bdqx=1,北斗七星
bdqy=1,白裙
bdrc=1,白饶
bdrc=2,不但如此
bdre=1,白热
bdrf=1,白人
bdrf=2,白刃
bdri=1,白日
bdri=2,百日
bdrk=1,不当人看
bdrl=1,不打扰了
bdrn=1,不得入内
bdru=1,不动如山
bdrx=1,不得人心
bdry=1,白润
bdrz=1,白肉
bdrz=2,不当人子
bdse=1,白色
bdse=2,百色
bdsg=1,冰冻三尺，非一日之功
bdsh=1,冰冻三尺非一日之寒
bdsh=2,冰冻三尺，非一日之寒
bdsi=1,白丝
bdsi=2,冰冻三尺
bdsm=1,别的什么
bdsm=2,病毒扫描
bdss=1,白送
bdss=2,百度搜索
bdsu=1,败诉
bdsv=1,百岁
bdta=1,白塔
bdtb=1,百度贴吧
bdtd=1,百态
bdtg=1,不断提高
bdtg=2,百度推广
bdtg=3,白帝托孤
bdth=1,白糖
bdth=2,拜堂
bdth=3,半岛铁盒
bdti=1,拔得头筹
bdtj=1,摆摊
bdtj=2,不断推进
bdtm=1,白天
bdtm=2,百天
bdtn=1,白条
bdtn=2,比登天还难
bdto=1,摆脱
bdto=2,拜托
bdts=1,白铜
bdtu=1,白兔
bdtu=2,不断提升
bdtv=1,败退
bdtw=1,宝岛台湾
bdtx=1,包打天下
bdty=1,不等同于
bdty=2,不大同意
bdtz=1,白头
bdua=1,白纱
bdub=1,病毒式传播
bduc=1,白芍
bdue=1,摆设
bdue=2,白蛇
bduf=1,拜神
bduf=2,百度输入法
bdug=1,百盛
bduh=1,摆上
bduh=2,不大适合
bdui=1,拜师
bdui=2,百事
bduj=1,白衫
bduj=2,拜山
bduj=3,白帝圣剑
bdul=1,白霜
bdul=2,不多说了
bduo=1,白说
bdup=1,百度视频
bduq=1,别的事情
bdur=1,不断深入
bdus=1,不动声色
bduu=1,柏树
bduu=2,白鼠
bduv=1,白水
bduv=2,不得善终
bduy=1,不得少于
bduy=2,百顺
bduz=1,摆手
bduz=2,拜寿
bduz=3,白首
bduz=4,百兽
bdvb=1,兵多者败
bdvc=1,百兆
bdvc=2,败招
bdvd=1,不懂装懂
bdvd=2,百度知道
bdve=1,摆着
bdve=2,败者
bdvf=1,败阵
bdvg=1,摆正
bdvh=1,败仗
bdvi=1,白纸
bdvi=2,白芷
bdvj=1,百战
bdvj=2,白斩
bdvk=1,不打折扣
bdvm=1,博德之门
bdvo=1,白灼
bdvo=2,摆桌
bdvp=1,白底照片
bdvr=1,白赚
bdvs=1,摆钟
bdvs=2,白种
bdvu=1,剥夺政治权力终身
bdvy=1,不带这样
bdvz=1,白昼
bdvz=2,白粥
bdwa=1,白袜
bdwf=1,白文
bdwh=1,拜望
bdwj=1,百万
bdwj=2,掰弯
bdwj=3,本地文件
bdwj=4,病毒文件
bdwk=1,百度文库
bdwl=1,宝刀未老
bdwl=2,不得无礼
bdwp=1,百度网盘
bdwq=1,拔屌无情
bdwq=2,拔吊无情
bdwt=1,别的问题
bdwu=1,白雾
bdwu=2,不断完善
bdwu=3,百物
bdwv=1,不打无把握之仗
bdwv=2,不打无准备之仗
bdww=1,百位
bdwx=1,绑定微信
bdwy=1,不到万一
bdwy=2,不到万不得已
bdxg=1,不大习惯
bdxh=1,博大胸怀
bdxi=1,白皙
bdxk=1,百姓
bdxk=2,败兴
bdxl=1,白象
bdxm=1,白线
bdxm=2,摆线
bdxp=1,拜谢
bdxp=2,白鞋
bdxs=1,白熊
bdxt=1,白雪
bdxu=1,败絮
bdxu=2,白须
bdxv=1,拔刀相助
bdxw=1,不端行为
bdxx=1,白瞎
bdxx=2,摆下
bdxx=3,不大相信
bdxy=1,北大西洋
bdya=1,白牙
bdyb=1,白银
bdyb=2,败因
bdyc=1,白药
bdyd=1,百度一下，你就知道
bdyd=2,百度一下你就知道
bdye=1,百业
bdye=2,拜谒
bdye=3,百叶
bdye=4,白夜
bdyh=1,白羊
bdyh=2,白杨
bdyi=1,白衣
bdyi=2,白蚁
bdyi=3,百亿
bdyi=4,白带异常
bdyj=1,白眼
bdyj=2,白烟
bdyl=1,弊大于利
bdyl=2,不得要领
bdyp=1,百度云盘
bdyr=1,百元
bdys=1,别的意思
bdys=2,笨得要死
bdyt=1,拜月
bdyt=2,不到一天
bdyt=3,背地一套
bdyt=4,百越
bdyu=1,白玉
bdyv=1,步调一致
bdyv=2,不得已而为之
bdyw=1,不得有误
bdyw=2,不得延误
bdyx=1,百度一下
bdyx=2,不断涌现
bdyy=1,白云
bdyy=2,膀大腰圆
bdyy=3,棒打鸳鸯
bdyy=4,波多野结衣
bdyz=1,柏油
bdzc=1,霸道总裁
bdzd=1,摆在
bdzd=2,败在
bdzi=1,白字
bdzi=2,白子
bdzj=1,不断增加
bdzj=2,白刀子进
bdzo=1,白做
bdzq=1,不断增强
bdzu=1,白族
bdzv=1,不打自招
bdzx=1,拜倒在石榴裙下
bdzz=1,败走
beas=1,伯恩安德森
bebd=1,避而不答
bebj=1,避而不见
bebj=2,博而不精
bebt=1,避而不谈
bebu=1,百儿八十
beby=1,备而不用
befm=1,不二法门
befz=1,不二法则
begc=1,比尔盖茨
beku=1,巴尔喀什
bels=1,白俄罗斯
beqy=1,布尔乔亚
berx=1,不二人选
beuk=1,布尔什维克
beut=1,伯恩施坦
bevi=1,不贰之臣
bevj=1,孛儿只斤
bevk=1,巴尔扎克
bevx=1,不二之选
beyv=1,避而远之
bfan=1,本案
bfan=2,苯胺
bfbc=1,本报
bfbc=2,不分彼此
bfbf=1,笨笨
bfbh=1,本帮
bfbj=1,本班
bfbj=2,本版
bfbl=1,播放不了
bfbl=2,百分百参团率
bfbm=1,伯父伯母
bfbn=1,本表
bfbo=1,奔波
bfbq=1,不愤不启
bfbu=1,本部
bfbv=1,百发百中
bfbv=2,不分伯仲
bfbv=3,不服憋着
bfbx=1,不服不行
