坚定不移	jdby
差强人意	iqry
似是而非	suef
风华正茂	fhvm
含辛茹苦	hxrk
贪赃枉法	tzwf
招兵买马	vbmm
披荆斩棘	pjvj
殚精竭虑	djjl
风雨飘摇	fypy
尽善尽美	jujm
豪言壮语	hyvy
以偏概全	ypgq
跃然纸上	yrvu
前功尽弃	qgjq
重操旧业	icjy
诗情画意	uqhy
各自为战	gzwv
鬼鬼祟祟	ggss
扪心自问	mxzw
用心良苦	yxlk
恰如其分	qrqf
经久不息	jjbx
步履蹒跚	blpu
千姿百态	qzbt
风靡一时	fmyu
休养生息	xyux
不明不白	bmbb
唇枪舌剑	iquj
家破人亡	jprw
重男轻女	vnqn
包罗万象	blwx
东倒西歪	ddxw
十全十美	uqum
行色匆匆	xscc
不劳而获	bleh
百感交集	bgjj
互通有无	htyw
国泰民安	gtma
西装革履	xvgl
百年不遇	bnby
扶危济困	fwjk
和衷共济	hvgj
纹丝不动	wsbd
步履维艰	blwj
艰难困苦	jnkk
人才辈出	rcbi
付之一炬	fvyj
众望所归	vwsg
一干二净	ygej
一走了之	yzlv
红白喜事	hbxu
同仇敌忾	tidk
粗制滥造	cvlz
崇山峻岭	iujl
回味无穷	hwwq
不近人情	bjrq
不紧不慢	bjbm
敬而远之	jeyv
励精图治	ljtv
生死未卜	uswb
知法犯法	vfff
颠倒黑白	ddhb
门庭若市	mtru
两败俱伤	lbju
开阔眼界	kkyj
劳逸结合	lyjh
心血来潮	xxli
洁身自好	juzh
盛况空前	ukkq
美其名曰	mqmy
动之以情	dvyq
十有八九	uybj
偷梁换柱	tlhv
传为佳话	iwjh
灰头土脸	httl
信手拈来	xunl
偃旗息鼓	yqxg
大获全胜	dhqu
患难与共	hnyg
守株待兔	uvdt
全军覆没	qjfm
浮想联翩	fxlp
忙忙碌碌	mmll
笑容满面	xrmm
慷慨激昂	kkja
安家落户	ajlh
真情实感	vqug
形影不离	xybl
湖光山色	hgus
长年累月	inly
问心无愧	wxwk
多管闲事	dgxu
乍暖还寒	vnhh
后继有人	hjyr
踌躇满志	iimv
背水一战	buyv
天南海北	tnhb
花花绿绿	hhll
一语道破	yydp
拨乱反正	blfv
苦心经营	kxjy
科班出身	kbiu
雾里看花	wlkh
振振有词	vvyc
看家本领	kjbl
声泪俱下	uljx
不辞而别	bceb
敷衍塞责	fysz
一蹶不振	yjbv
放任自流	frzl
只字不提	vzbt
东躲西藏	ddxc
趁热打铁	irdt
痛不欲生	tbyu
风和日丽	fhrl
万里长城	wlii
周而复始	vefu
名声在外	muzw
一往无前	ywwq
乘胜追击	iuvj
惊叹不已	jtby
煞有介事	uyju
夺眶而出	dkei
温文尔雅	wwey
内忧外患	nywh
一锤定音	yidy
操之过急	cvgj
严重错误	yvcw
翻来覆去	flfq
心潮澎湃	xipp
斤斤计较	jjjj
吉祥如意	jxry
积劳成疾	jlij
甜言蜜语	tymy
漠不关心	mbgx
大声疾呼	dujh
杂乱无章	zlwv
临危不惧	lwbj
奋起直追	fqvv
顶天立地	dtld
一鸣惊人	ymjr
一盘散沙	ypsu
不管不顾	bgbg
道听途说	dttu
言行一致	yxyv
两全其美	lqqm
是非曲直	ufqv
以讹传讹	yeie
如意算盘	rysp
兴风作浪	xfzl
一生一世	yuyu
风吹日晒	firu
胆大妄为	ddww
一尘不染	yibr
百家争鸣	bjvm
功亏一篑	gkyk
不置可否	bvkf
前因后果	qyhg
富丽堂皇	flth
专心致志	vxvv
轻举妄动	qjwd
一丝一毫	ysyh
粉墨登场	fmdi
顾此失彼	gcub
千变万化	qbwh
于事无补	yuwb
重见天日	ijtr
无法无天	wfwt
不以为意	bywy
大错特错	dctc
颗粒无收	klwu
坐立不安	zlba
花言巧语	hyqy
心惊胆战	xjdv
留有余地	lyyd
气急败坏	qjbh
势均力敌	ujld
标新立异	bxly
步步为营	bbwy
积重难返	jvnf
喃喃自语	nnzy
表面文章	bmwv
一字一句	yzyj
游山玩水	yuwu
有心无力	yxwl
自暴自弃	zbzq
不得人心	bdrx
囤积居奇	tjjq
一知半解	yvbj
绚丽多彩	xldc
明知故犯	mvgf
花团锦簇	htjc
情真意切	qvyq
灵丹妙药	ldmy
毛骨悚然	mgsr
名不副实	mbfu
浑然一体	hryt
左顾右盼	zgyp
欢天喜地	htxd
前所未见	qswj
像模像样	xmxy
海阔天空	hktk
受制于人	uvyr
扼腕叹息	ewtx
独当一面	ddym
心惊肉跳	xjrt
如法炮制	rfpv
危机四伏	wjsf
彬彬有礼	bbyl
源头活水	ythu
异想天开	yxtk
不远千里	byql
固步自封	gbzf
为人师表	wrub
弥留之际	mlvj
如日中天	rrvt
物尽其用	wjqy
一语中的	yyvd
大快人心	dkrx
屡试不爽	lubu
面红耳赤	mhei
迥然不同	jrbt
难言之隐	nyvy
泾渭分明	jwfm
大浪淘沙	dltu
三六九等	sljd
华而不实	hebu
大失所望	dusw
扣人心弦	krxx
不可告人	bkgr
破烂不堪	plbk
驾轻就熟	jqju
你死我活	nswh
心领神会	xluh
一衣带水	yydu
遍体鳞伤	btlu
忽冷忽热	hlhr
恋恋不舍	llbu
神采奕奕	ucyy
翻箱倒柜	fxdg
干净利落	gjll
独断专行	ddvx
处心积虑	ixjl
切中要害	qvyh
朴实无华	puwh
地广人稀	dgrx
和蔼可亲	hakq
后悔莫及	hhmj
乘虚而入	ixer
四分五裂	sfwl
望尘莫及	wimj
英姿飒爽	yzsu
阴差阳错	yiyc
出其不意	iqby
谦虚谨慎	qxju
虎头蛇尾	htuw
分崩离析	fblx
抽丝剥茧	isbj
蜻蜓点水	qtdu
千山万水	quwu
并行不悖	bxbb
奔走相告	bzxg
有问必答	ywbd
量体裁衣	ltcy
铁证如山	tvru
狂轰滥炸	khlv
完璧归赵	wbgv
无可奉告	wkfg
不可动摇	bkdy
软硬兼施	ryju
疏而不漏	uebl
监守自盗	juzd
急中生智	jvuv
闷闷不乐	mmbl
心心相印	xxxy
人杰地灵	rjdl
不堪回首	bkhu
身不由己	ubyj
生老病死	ulbs
捷报频传	jbpi
粗心大意	cxdy
开宗明义	kzmy
感人肺腑	grff
瓢泼大雨	ppdy
任人唯亲	rrwq
惴惴不安	vvba
沁人心脾	qrxp
昏昏欲睡	hhyu
言外之意	ywvy
不出所料	bisl
无精打采	wjdc
行云流水	xylu
无所畏惧	wswj
一穷二白	yqeb
出人头地	irtd
赤子之心	izvx
切肤之痛	qfvt
无所顾忌	wsgj
大功告成	dggi
拍案叫绝	pajj
得过且过	dgqg
举国上下	jgux
扬眉吐气	ymtq
趁火打劫	ihdj
乌烟瘴气	wyvq
见仁见智	jrjv
寸步不离	cbbl
风光旖旎	fgyn
各得其所	gdqs
有口皆碑	ykjb
不痛不痒	btby
济济一堂	jjyt
不慌不忙	bhbm
返璞归真	fpgv
利欲熏心	lyxx
才华横溢	chhy
既成事实	jcss
平起平坐	pqpz
为国捐躯	wgjq
各有千秋	gyqq
称心如意	ixry
叱咤风云	ivfy
不知所终	bvsv
胡说八道	hubd
一反常态	yfit
雁过拔毛	ygbm
毅然决然	yrjr
打抱不平	dbbp
呼风唤雨	hfhy
怦然心动	prxd
颐养天年	yytn
绘声绘色	huhs
无言以对	wyyd
适可而止	ukev
漫不经心	mbjx
艰苦朴素	jkpo
隐隐约约	yyyy
金碧辉煌	jbhh
先睹为快	xdwk
功成名就	gimj
言谈举止	ytjv
闻风而动	wfed
家徒四壁	jtsb
掩耳盗铃	yedl
枪林弹雨	qldy
如虎添翼	rhty
价值连城	jvli
见势不妙	jubm
以儆效尤	yjxy
不伦不类	blbl
身败名裂	ubml
波光粼粼	bgll
旁若无人	prwr
轻车熟路	qiul
节衣缩食	jysu
默不作声	mbzu
肝胆相照	gdxv
尽心竭力	jxjl
兼容并蓄	jrbx
行家里手	hjlu
无懈可击	wxkj
延年益寿	ynyu
夸大其词	kdqc
跋山涉水	buuu
伤筋动骨	ujdg
前仆后继	qphj
攻城略地	gild
负隅顽抗	fywk
捕风捉影	bfvy
越俎代庖	yzdp
文人墨客	wrmk
好吃懒做	hilz
祸不单行	hbdx
莫衷一是	mvyu
头痛医头	ttyt
万事俱备	wujb
牢不可破	lbkp
指名道姓	vmdx
无拘无束	wjwu
艰难曲折	jnqv
坚如磐石	jrpu
人云亦云	ryyy
悬崖勒马	xylm
雨过天晴	ygtq
一举成名	yjim
变幻莫测	bhmc
激浊扬清	jvyq
与人为善	yrwu
灯火辉煌	dhhh
坚定意志	jdyv
光天化日	gthr
人心所向	rxsx
七零八落	qlbl
沧海桑田	chst
重新做人	ixzr
风雨交加	fyjj
令人作呕	lrzo
回心转意	hxvy
心力衰竭	xluj
望而生畏	weuw
畏罪潜逃	wzqt
一无是处	ywui
光明磊落	gmll
出言不逊	iybx
养儿防老	yefl
惨绝人寰	cjrh
化为乌有	hwwy
煽风点火	ufdh
万家灯火	wjdh
荡气回肠	dqhi
力挽狂澜	lwkl
赤身裸体	iult
诚心诚意	ixiy
矫枉过正	jwgv
大气磅礴	dqbb
名噪一时	mzyu
苍白无力	cbwl
神清气爽	uqqu
相亲相爱	xqxa
妙语连珠	mylv
慌慌张张	hhvv
姹紫嫣红	izyh
吞吞吐吐	tttt
见多识广	jdug
百废待兴	bfdx
独辟蹊径	dbxj
大雨倾盆	dyqp
如临大敌	rldd
有备无患	ybwh
胡言乱语	hyly
催人泪下	crlx
积少成多	juid
心力交瘁	xljc
一己之私	yjvs
大大咧咧	ddll
初出茅庐	iiml
浑然天成	hrti
南来北往	nlbw
真心诚意	vxiy
多如牛毛	drnm
心急火燎	xjhl
颠沛流离	dpll
逆水行舟	nuxv
慌不择路	hbzl
发号施令	fhul
投其所好	tqsh
故伎重演	gjiy
照本宣科	vbxk
绕道而行	rdex
移花接木	yhjm
人人自危	rrzw
单枪匹马	dqpm
共商国是	gsgs
声嘶力竭	uslj
在天之灵	ztvl
多此一举	dcyj
鱼目混珠	ymhv
老实巴交	lubj
舟车劳顿	vild
稀奇古怪	xqgg
不堪入目	bkrm
百年大计	bndj
愁眉不展	imbv
细枝末节	xvmj
一窍不通	yqbt
和盘托出	hpti
落荒而逃	lhet
美中不足	mvbz
不甘寂寞	bgjm
狭路相逢	xlxf
饮水思源	yusy
绰绰有余	iiyy
名利双收	mluu
战火纷飞	vhff
大庭广众	dtgv
思前想后	sqxh
精疲力竭	jplj
人人皆知	rrjv
人赃俱获	rzjh
幸灾乐祸	xzlh
两袖清风	lxqf
答非所问	dfsw
简明扼要	jmey
一事无成	yuwi
相形见绌	xxji
择优录取	zylq
惊涛骇浪	jthl
麻木不仁	mmbr
觥筹交错	gijc
舍生忘死	uuws
拔苗助长	bmvv
寿终正寝	uvvq
除恶务尽	iewj
风驰电掣	fidi
毫不讳言	hbhy
妄自菲薄	wzfb
自生自灭	zuzm
有板有眼	ybyy
议论风生	ylfu
不可抗拒	bkkj
孤立无援	glwy
喋喋不休	ddbx
沆瀣一气	hxyq
念念有词	nnyc
弄巧成拙	nqiv
人财两空	rclk
亲密无间	qmwj
亭台楼阁	ttlg
坚不可摧	jbkc
终身大事	vudu
天花乱坠	thlv
风吹雨打	fiyd
千言万语	qywy
异乎寻常	yhxi
亦步亦趋	ybyq
扶老携幼	flxy
惩前毖后	iqbh
攻守同盟	gstm
白雪皑皑	bxaa
安于现状	ayxv
充耳不闻	iebw
青梅竹马	qmvm
一针一线	yvyx
大好河山	dhhu
人才济济	rcjj
咎由自取	jyzq
高人一等	gryd
自学成才	zxic
藏污纳垢	cwng
口干舌燥	kguz
上行下效	uxxx
灯红酒绿	dhjl
难以企及	nyqj
能说会道	nuhd
所向披靡	sxpm
招架不住	vjbv
自觉自愿	zjzy
嗷嗷待哺	aadb
砸锅卖铁	zgmt
厚德载物	hdzw
闪烁其词	uuqc
神通广大	utgd
取之不尽	qvbj
大风大浪	dfdl
风餐露宿	fcls
细水长流	xuil
喜上眉梢	xumu
了然于胸	lryx
关门大吉	gmdj
判若两人	prlr
火冒三丈	hmsv
浑然不觉	hrbj
胡作非为	hzfw
街谈巷议	jtxy
筚路蓝缕	blll
年逾古稀	nygx
自作主张	zzvv
过街老鼠	gjlu
天南地北	tndb
坑蒙拐骗	kmgp
高不可攀	gbkp
无源之水	wyvu
酒足饭饱	jzfb
啧啧称赞	zzcz
怒不可遏	nbke
头晕目眩	tymx
夕阳西下	xyxx
残缺不全	cqbq
引经据典	yjjd
花花公子	hhgz
见不得人	jbdr
饮鸩止渴	yvvk
滥竽充数	lyiu
五谷丰登	wgfd
有名无实	ymwu
荣辱与共	rryg
若有所思	ryss
号啕大哭	htdk
坐而论道	zeld
真才实学	vcux
无足轻重	wzqv
泪如雨下	lryx
怒气冲冲	nqii
雅俗共赏	ysgu
拥政爱民	yvam
独到之处	ddvi
任人唯贤	rrwx
下不为例	xbwl
如获至宝	rhvb
左右逢源	zyfy
感天动地	gtdd
论资排辈	lzpb
泥沙俱下	nujx
无伤大雅	wudy
事不关己	ubgj
欲言又止	yyyv
精美绝伦	jmjl
一扫而空	ysek
衣衫褴褛	yull
九牛一毛	jnym
排山倒海	pudh
灰飞烟灭	hfym
一团和气	ythq
推心置腹	txvf
鬼斧神工	gfug
无穷无尽	wqwj
永垂不朽	yibx
惊弓之鸟	jgvn
墨守成规	muig
波涛汹涌	btxy
孤注一掷	gvyv
血流如注	xlrv
毛遂自荐	mszj
大动干戈	ddgg
水乳交融	urjr
繁花似锦	fhsj
开天辟地	ktbd
人浮于事	rfyu
不成方圆	bify
饥肠辘辘	jill
柳暗花明	lahm
手下留情	uxlq
谨小慎微	jxuw
大肆宣传	dsxi
过犹不及	gybj
口耳相传	kexc
蝇头小利	ytxl
众口难调	vknt
晕头转向	ytvx
不可理喻	bkly
走南闯北	znib
殊途同归	uttg
窃窃私语	qqsy
其貌不扬	qmby
求贤若渴	qxrk
蜂拥而上	fyeu
获益匪浅	hyfq
摇旗呐喊	yqnh
各有所长	gysi
人情世故	rqug
半身不遂	bubs
秘而不宣	mebx
借题发挥	jtfh
朝令夕改	vlxg
改弦更张	gxgv
怨天尤人	ytyr
循规蹈矩	xgdj
当头一棒	dtyb
哄堂大笑	htdx
家家户户	jjhh
传宗接代	izjd
完美无缺	wmwq
金榜题名	jbtm
黯然失色	arus
救亡图存	jwtc
虚张声势	xvuu
博采众长	bczc
大而化之	dehv
招摇过市	vygu
事倍功半	ubgb
不可收拾	bkuu
心灵手巧	xluq
水深火热	uuhr
愚公移山	ygyu
无依无靠	wywk
一扫而光	yseg
花甲之年	hjvn
抛头露面	ptlm
一念之差	ynvi
打退堂鼓	dttg
刚正不阿	gvba
两手空空	lukk
以牙还牙	yyhy
哑口无言	ykwy
宾至如归	bvrg
忙里偷闲	mltx
发人深思	frus
无所不包	wsbb
一臂之力	ybvl
裹足不前	gzbq
百事可乐	bukl
知难而退	vnet
三言两语	syly
神情恍惚	uqhh
心不在焉	xbzy
隔靴搔痒	gxsy
昭然若揭	vrrj
肺腑之言	ffvy
从容不迫	crbp
惺惺相惜	xxxx
铁面无私	tmws
悲欢离合	bhlh
山珍海味	uvhw
孤军奋战	gjfv
深山老林	uull
东奔西跑	dbxp
文质彬彬	wvbb
顶礼膜拜	dlmb
一丝不挂	ysbg
头疼脑热	ttnr
里应外合	lywh
天下为公	txwg
一见如故	yjrg
路见不平	ljbp
大发雷霆	dflt
狼吞虎咽	lthy
执迷不悟	vmbw
待人接物	drjw
洗心革面	xxgm
同病相怜	tbxl
不治之症	bvvv
神采飞扬	ucfy
舍我其谁	uwqu
衣食父母	yufm
言过其实	ygqu
低级趣味	djqw
烂熟于心	luyx
势如破竹	urpv
反目成仇	fmii
知己知彼	vjvb
咬牙切齿	yyqi
以理服人	ylfr
大惊失色	djus
纷纷扬扬	ffyy
万马奔腾	wmbt
赤手空拳	iukq
韬光养晦	tgyh
生死关头	usgt
意气用事	yqyu
废寝忘食	fqwu
分内之事	fnvu
身经百战	ujbv
点睛之笔	djvb
满口答应	mkdy
怒火中烧	nhvu
素未谋面	swmm
风声鹤唳	fuhl
光彩夺目	gcdm
自立门户	zlmh
病入膏肓	brgh
满不在乎	mbzh
百里挑一	blty
愁眉苦脸	imkl
多多益善	ddyu
昏昏沉沉	hhii
一览无遗	ylwy
有利有弊	ylyb
好大喜功	hdxg
巧夺天工	qdtg
妻离子散	qlzs
如坐针毡	rzvv
守口如瓶	ukrp
张冠李戴	vgld
循循善诱	xxuy
患得患失	hdhu
无声无息	wuwx
悠然自得	yrzd
政出多门	zcdm
受宠若惊	uirj
自作聪明	zzcm
唇齿相依	iixy
娇生惯养	jugy
平淡无奇	pdwq
八仙过海	bxgh
五光十色	wgus
尽人皆知	jrjv
正襟危坐	vjwz
与世长辞	yuic
繁文缛节	fwrj
吹毛求疵	imqc
暗度陈仓	adic
克己奉公	kjfg
遮天蔽日	vtbr
大千世界	dquj
倒行逆施	dxnu
滴水不漏	dubl
一面之词	ymvc
因循守旧	yxuj
暴涨暴跌	bvbd
非此即彼	fcjb
万人空巷	wrkx
不同凡响	btfx
兼收并蓄	jubx
生死攸关	usyg
垂涎欲滴	ixyd
推而广之	tegv
瞻前顾后	vqgh
自投罗网	ztlw
扶摇直上	fyvu
高风亮节	gflj
平分秋色	pfqs
一诺千金	ynqj
顾虑重重	glii
自行其是	zxqu
窗明几净	imjj
开源节流	kyjl
唉声叹气	autq
量入为出	lrwi
随行就市	shju
一飞冲天	yfit
因小失大	yxud
分秒必争	fmbv
屡战屡败	lvlb
落叶归根	lygg
面面相觑	mmxq
深更半夜	ugby
坐以待毙	zydb
视若无睹	urwd
巍然屹立	wryl
鼓足干劲	gzgj
节节败退	jjbt
亭亭玉立	ttyl
鸦雀无声	yqwu
焦躁不安	jzba
去伪存真	qwcv
以小见大	yxjd
短兵相接	dbxj
千夫所指	qfsv
琴棋书画	qquh
兴师动众	xudv
风云突变	fytb
如饥似渴	rjsk
广开言路	gkyl
有气无力	yqwl
威风凛凛	wfll
露出马脚	limj
百年之后	bnzh
四脚朝天	sjit
见利忘义	jlwy
捧腹大笑	pfdx
不胜其烦	buqf
出生入死	iurs
各就各位	gjgw
休戚相关	xqxg
炉火纯青	lhiq
浅尝辄止	qivv
身强力壮	uqlv
五脏六腑	wzlf
贪官污吏	tgwl
破釜沉舟	pfiv
好逸恶劳	hyel
罪有应得	zyyd
年轻力壮	nqlv
三十而立	suel
纠缠不清	jibq
举棋不定	jqbd
郁郁寡欢	yygh
吞云吐雾	tytw
明哲保身	mvbu
抛砖引玉	pvyy
大红大紫	dhdz
历久弥坚	ljmj
双喜临门	uxlm
有苦难言	ykny
捷足先登	jzxd
望眼欲穿	wyyi
出于无奈	iywn
鞭长莫及	bimj
平心静气	pxjq
含苞待放	hbdf
如梦初醒	rmix
称兄道弟	ixdd
马到成功	mdig
谢天谢地	xtxd
骨瘦如柴	guri
春寒料峭	ihlq
千锤百炼	qibl
辗转反侧	vvfc
归心似箭	gxsj
痛改前非	tgqf
四面楚歌	smig
生离死别	ulsb
良师益友	luyy
后继无人	hjwr
己所不欲	jsby
蓬头垢面	ptgm
土崩瓦解	tbwj
鼎力相助	dlxv
化为泡影	hwpy
上下一心	uxyx
在所不惜	zsbx
杀人灭口	urmk
不苟言笑	bgyx
垂头丧气	itsq
眼疾手快	yjuk
勿施于人	wuyr
海市蜃楼	huul
好高骛远	hgwy
一笑了之	yxlv
气壮山河	qvuh
非同小可	ftxk
为非作歹	wfzd
笑逐颜开	xvyk
言犹在耳	yyze
高谈阔论	gtkl
讳疾忌医	hjjy
素昧平生	smpu
知易行难	vyxn
由浅入深	yqru
十字路口	uzlk
信口开河	xkkh
旗鼓相当	qgxd
装聋作哑	vlzy
分庭抗礼	ftkl
门当户对	mdhd
劈头盖脸	ptgl
独具一格	djyg
无价之宝	wjvb
忍辱负重	rrfv
政通人和	vtrh
唾手可得	tukd
乔装打扮	qvdb
峥嵘岁月	vrsy
天网恢恢	twhh
高山流水	gulu
非比寻常	fbxi
言听计从	ytjc
不声不响	bubx
春光明媚	igmm
付诸东流	fvdl
自私自利	zszl
快人快语	krky
心烦意乱	xfyl
画龙点睛	hldj
胡思乱想	hslx
歪门邪道	wmxd
竭泽而渔	jzey
弱肉强食	rrqu
引火烧身	yhuu
寸草不生	ccbu
明争暗斗	mvad
私相授受	sxuu
堂堂正正	ttvv
同流合污	tlhw
治国安邦	vgab
畅行无阻	ixwz
立足之地	lzvd
凶多吉少	xdju
一文不值	ywbv
逐字逐句	vzvj
费尽心机	fjxj
万象更新	wxgx
不足为怪	bzwg
从中渔利	cvyl
铩羽而归	uyeg
眉飞色舞	mfsw
微言大义	wydy
连绵不断	lmbd
做贼心虚	zzxx
匹夫有责	pfyz
视死如归	usrg
重于泰山	vytu
不怀好意	bhhy
入木三分	rmsf
忘乎所以	whsy
扫地出门	sdim
老调重弹	ldit
授业解惑	uyjh
一股脑儿	ygne
多事之秋	duvq
短小精悍	dxjh
碌碌无为	llww
痴人说梦	irum
劫后余生	jhyu
擅离职守	ulvu
无关痛痒	wgty
抑扬顿挫	yydc
不可限量	bkxl
掌上明珠	vumv
大处着眼	divy
岿然不动	krbd
水漫金山	umju
牵肠挂肚	qigd
登峰造极	dfzj
度日如年	drrn
大公无私	dgws
浩如烟海	hryh
别有洞天	bydt
变化多端	bhdd
霸王别姬	bwbj
字正腔圆	zvqy
天旋地转	txdv
后事之师	huvu
防患未然	fhwr
九死一生	jsyu
惊世骇俗	juhs
放下包袱	fxbf
药到病除	ydbi
半路出家	blij
曲径通幽	qjty
反复推敲	fftq
芸芸众生	yyvu
生龙活虎	ulhh
登堂入室	dtru
一马平川	ympi
踉踉跄跄	llqq
大难不死	dnbs
心悦诚服	xyif
一本万利	ybwl
人间天堂	rjtt
野心勃勃	yxbb
斗志昂扬	dvay
假公济私	jgjs
不可偏废	bkpf
独来独往	dldw
后患无穷	hhwq
春华秋实	ihqu
一饮而尽	yyej
旁征博引	pvby
阳春白雪	yibx
一年半载	ynbz
饥寒交迫	jhjp
举目无亲	jmwq
骑虎难下	qhnx
欺上瞒下	qumx
装模作样	vmzy
挥金如土	hjrt
投桃报李	ttbl
无地自容	wdzr
畏首畏尾	wuww
断壁残垣	dbcy
眼高手低	ygud
原形毕露	yxbl
天之骄子	tvjz
欲盖弥彰	ygmv
栋梁之才	dlvc
肆意妄为	syww
不二法门	befm
强词夺理	qcdl
仁者见仁	rvjr
厚此薄彼	hcbb
内外交困	nwjk
损人利己	srlj
郑重其事	vvqu
以邻为壑	ylwh
光怪陆离	ggll
恶意中伤	eyvu
天上人间	turj
精诚团结	jitj
盗墓笔记	dmbj
夙夜在公	syzg
访贫问苦	fpwk
有生力量	ysll
过目不忘	gmbw
病从口入	bckr
懵懵懂懂	mmdd
喧宾夺主	xbdv
旧病复发	jbff
深谋远虑	umyl
不知所云	bvsy
花好月圆	hhyy
交头接耳	jtje
春风得意	ifdy
出神入化	iurh
强加于人	qjyr
颐指气使	yvqu
东奔西走	dbxz
陈词滥调	icld
不可一世	bkyu
穷困潦倒	qkld
神乎其神	uhqu
抚今追昔	fjvx
长袖善舞	ixuw
表里如一	blry
寅吃卯粮	yiml
寒冬腊月	hdly
例行公事	lxgu
刨根问底	pgwd
捏一把汗	nybh
自得其乐	zdql
躲躲闪闪	dduu
六神无主	luwv
半夜三更	bysg
勃然大怒	brdn
冷眼旁观	lypg
人多势众	rduv
先声夺人	xudr
天长地久	tidj
先斩后奏	xvhz
力排众议	lpvy
穷途末路	qtml
机不可失	jbku
听天由命	ttym
戒骄戒躁	jjjz
得寸进尺	dcji
草木皆兵	cmjb
众口一词	vkyc
养老送终	ylsv
从长计议	cijy
得意之作	dyvz
前事不忘	qubw
说一不二	uybe
回天乏术	htfu
头晕眼花	tyyh
地大物博	ddwb
慎终追远	uvvy
功德无量	gdwl
笑容可掬	xrkj
虚无缥缈	xwpm
官官相护	ggxh
四平八稳	spbw
善罢甘休	ubgx
有生以来	yuyl
开疆拓土	kjtt
金蝉脱壳	jitq
有则改之	yzgv
大言不惭	dybc
软弱无力	rrwl
天真烂漫	tvlm
山穷水尽	uquj
丰衣足食	fyzu
荒无人烟	hwry
爱莫能助	amnv
概莫能外	gmnw
忧国忧民	ygym
暴风骤雨	bfzy
璀璨夺目	ccdm
咄咄怪事	ddgu
感激不尽	gjbj
说来说去	uluq
始作俑者	uzyv
血雨腥风	xyxf
丧尽天良	sjtl
张牙舞爪	vywv
望闻问切	wwwq
崇洋媚外	iymw
夏日炎炎	xryy
自不待言	zbdy
升官发财	ugfc
兼容并包	jrbb
平白无故	pbwg
不冷不热	blbr
心神不宁	xubn
勉为其难	mwqn
日夜兼程	ryji
扶正祛邪	fvqx
连篇累牍	lpld
纵横捭阖	zhbh
贪得无厌	tdwy
舍本逐末	ubvm
深居简出	ujji
浑浑噩噩	hhee
另眼相看	lyxk
反复无常	ffwi
沽名钓誉	gmdy
酩酊大醉	mddz
鹤立鸡群	hljq
求之不得	qvbd
比翼齐飞	byqf
当头棒喝	dtbh
飞黄腾达	fhtd
百尺竿头	bigt
惶恐不安	hkba
知难而进	vnej
口出狂言	kiky
婀娜多姿	endz
蜂拥而来	fyel
哭哭啼啼	kktt
盛极一时	sjys
杀鸡取卵	ujql
误打误撞	wdwv
气定神闲	qdux
经年累月	jnly
死去活来	sqhl
耳闻目睹	ewmd
合纵连横	hzlh
齐心合力	qxhl
驰名中外	imvw
宁缺毋滥	nqwl
嫌贫爱富	xpaf
心向往之	xxwv
付之东流	fvdl
恨之入骨	hvrg
心事重重	xuii
弱不禁风	rbjf
高朋满座	gpmz
悔不当初	hbdi
老无所依	lwsy
身怀六甲	uhlj
鼻青脸肿	bqlv
古为今用	gwjy
睡眼惺忪	uyxs
知足常乐	vzil
绿草如茵	lcry
言行不一	yxby
崎岖不平	qqbp
摇头晃脑	ythn
各个击破	ggjp
长篇大论	ipdl
落井下石	ljxu
步步高升	bbgu
各行其是	gxqu
顺水推舟	uutv
匠心独运	jxdy
从头至尾	ctvw
乱作一团	lzyt
点石成金	duij
左思右想	zsyx
近亲繁殖	jqfv
群龙无首	qlwu
风花雪月	fhxy
