code	has_two	has_four	two_count	four_count	two_top_rank	four_top_rank	two_words	four_words
xkww	1	0	3	0	593		行为 腥味 兴味	
kexi	1	0	2	0	594		可惜 可喜	
qyvs	1	0	1	0	595		群众	
mimi	1	0	3	0	596		秘密 咪咪 密密	
liyz	1	0	2	0	597		理由 利诱	
tsyh	1	0	2	0	598		同样 痛痒	
kynj	1	0	1	0	599		困难	
wjmw	1	0	2	0	600		完美 弯眉	
jujt	1	0	1	0	601		拒绝	
yzxq	1	0	1	0	602		优秀	
vgqt	1	0	1	0	603		正确	
jmmm	1	0	2	0	604		见面 减免	
tcly	1	0	1	0	605		讨论	
xluz	1	0	3	0	606		享受 相守 相熟	
uzxm	1	0	3	0	607		首先 受限 寿险	
zdjx	1	0	2	0	608		在家 再加	
jids	1	0	4	0	609		激动 机动 悸动 冀东	
fujb	1	0	1	0	610		附近	
fjdv	1	0	1	0	611		反对	
hkyi	1	0	1	0	612		怀疑	
mwgo	1	0	1	0	613		美国	
yild	1	0	3	0	614		以来 依赖 一来	
dcli	1	0	2	0	615		道理 倒立	
tnia	1	0	1	0	616		调查	
xnhd	1	0	1	0	617		小孩	
yjse	1	0	2	0	618		颜色 眼色	
lddc	1	0	1	0	619		来到	
uuyu	1	1	3	1	620	11171	属于 术语 疏于	少生优生
nczi	1	0	1	0	621		脑子	
vsgo	1	0	1	0	622		中国	
tkjm	1	0	1	0	624		听见	
kafw	1	0	1	0	625		咖啡	
vxvu	1	0	1	0	627		抓住	
ugij	1	0	1	0	628		生产	
liys	1	0	1	0	629		利用	
naui	1	0	3	0	630		那时 那是 纳什	
njhd	1	0	2	0	631		男孩 南海	
darf	1	0	3	0	632		大人 达人 打人	
uyli	1	0	1	0	633		顺利	
bmhx	1	0	1	0	634		变化	
mmdv	1	0	1	0	635		面对	
didi	1	0	4	0	636		弟弟 滴滴 低低 地底	
dvfh	1	0	2	0	638		对方 堆放	
xigr	1	0	2	0	639		习惯 吸管	
lhfw	1	0	1	0	640		浪费	
srui	1	0	2	0	641		算是 算式	
djuf	1	0	1	0	642		单身	
hwhw	1	0	2	0	643		嘿嘿 黑黑	
djww	1	0	1	0	644		单位	
uhci	1	0	2	0	645		上次 赏赐	
zoyz	1	0	1	0	646		左右	
fgkl	1	0	1	0	647		疯狂	
cowu	1	0	1	0	648		错误	
yrll	1	0	2	0	649		原谅 原粮	
hepk	1	0	1	0	650		和平	
viyi	1	0	8	0	651		之一 质疑 执意 致以 致意 旨意 直译 志异	
biru	1	0	1	0	652		比如	
gsxi	1	0	1	0	653		恭喜	
ykxs	1	0	1	0	654		英雄	
ijpb	1	0	1	0	655		产品	
xldh	1	0	2	0	656		相当 乡党	
dayk	1	0	2	0	657		答应 打赢	
yzqu	1	0	2	0	659		有趣 油区	
lmai	1	0	2	0	660		恋爱 怜爱	
bcko	1	0	1	0	661		包括	
heui	1	0	5	0	663		合适 何时 核实 何事 合十	
ihda	1	0	2	0	664		长大 长达	
bnvy	1	0	1	0	665		标准	
laji	1	0	2	0	666		垃圾 辣鸡	
hvfu	1	0	2	0	667		恢复 回复	
hejq	1	0	1	0	668		喝酒	
xxtm	1	0	2	0	670		夏天 下田	
uier	1	0	3	0	671		事儿 十二 时而	
bijk	1	0	2	0	672		毕竟 必经	
mgxl	1	0	2	0	673		梦想 梦乡	
icgo	1	0	2	0	674		超过 炒锅	
gsts	1	0	2	0	675		共同 共通	
zcjq	1	0	2	0	676		早就 造就	
jmfw	1	0	1	0	677		减肥	
fhzd	1	0	2	0	678		放在 防灾	
ffxi	1	0	1	0	679		分析	
vsjm	1	0	5	0	680		中间 重建 中坚 中箭 重见	
bhmh	1	0	1	0	682		帮忙	
uzuu	1	0	3	0	683		手术 收束 手书	
sudu	1	0	2	0	685		速度 速读	
jilu	1	0	2	0	686		记录 纪录	
nwxb	1	0	1	0	687		内心	
ksbu	1	0	1	0	688		恐怖	
zopb	1	0	1	0	689		作品	
yiui	1	0	14	0	690		意识 仪式 一时 遗失 医师 衣食 议事 轶事 一世 伊始 义士 衣饰 医士 逸事	
glgc	1	0	1	0	691		广告	
duzi	1	0	4	0	692		肚子 独自 犊子 独资	
njgo	1	0	2	0	693		难过 南国	
jxru	1	0	3	0	694		加入 假如 嫁入	
ybci	1	0	1	0	695		因此	
ugli	1	0	4	0	696		胜利 生理 省力 升力	
fhxl	1	0	2	0	697		方向 芳香	
dswu	1	1	3	1	698	14854	动物 动武 东吴	打扫卫生
vufu	1	0	3	0	699		祝福 嘱咐 主妇	
yjyr	1	0	2	0	701		演员 眼缘	
nijx	1	0	2	0	702		你家 逆价	
njug	1	0	2	0	703		男生 男声	
wuly	1	0	1	0	704		无论	
bnda	1	0	1	0	705		表达	
ugxx	1	0	2	0	706		剩下 省下	
fhxb	1	0	2	0	707		放心 芳心	
mjzu	1	0	2	0	708		满足 满族	
bujb	1	0	3	0	709		不仅 不禁 不尽	
qizi	1	0	5	0	710		妻子 棋子 旗子 起子 弃子	
nwrs	1	0	1	0	711		内容	
ismj	1	0	1	0	713		充满	
ziyr	1	0	2	0	714		资源 自愿	
xnuo	1	0	1	0	715		小说	
yhgl	1	0	1	0	716		阳光	
juti	1	0	1	0	717		具体	
hvtz	1	0	1	0	718		回头	
lvyz	1	0	2	0	719		旅游 驴友	
iumf	1	0	1	0	720		出门	
fhxx	1	0	1	0	721		放下	
zcdm	1	1	2	1	722	7793	早点 噪点	政出多门
gvdk	1	0	1	0	723		规定	
keqi	1	0	2	0	724		客气 可气	
vswu	1	0	2	0	725		中午 重物	
yiuu	1	0	4	0	726		艺术 遗书 医术 医书	
ybxk	1	0	7	0	727		银行 隐形 银杏 阴性 音形 隐性 印行	
gcvs	1	0	2	0	728		高中 告终	
iufa	1	0	4	0	729		出发 处罚 触发 除法	
hode	1	0	1	0	730		获得	
xbvs	1	0	2	0	731		心中 信众	
jmue	1	0	2	0	732		建设 溅射	
tiiu	1	0	2	0	733		提出 剔除	
zgjx	1	0	1	0	734		增加	
vghc	1	0	2	0	735		正好 证号	
dgdd	1	0	2	0	736		等待 灯带	
jnlq	1	0	1	0	737		交流	
vill	1	0	1	0	739		质量	
ykgo	1	0	1	0	740		英国	
yzyu	1	0	10	0	741		由于 犹豫 忧郁 鱿鱼 优于 有余 囿于 游鱼 右玉 优裕	
fhbm	1	0	2	0	742		方便 放鞭	
erui	1	0	4	0	743		而是 二十 儿时 耳饰	
wfdk	1	0	2	0	744		稳定 问鼎	
ncdd	1	0	1	0	745		脑袋	
grvs	1	0	3	0	746		观众 管仲 关中	
zyvs	1	0	1	0	747		尊重	
buke	1	0	2	0	748		不可 补课	
jile	1	0	3	0	749		极了 急了 极乐	
huxl	1	0	1	0	751		互相	
jmli	1	0	5	0	752		建立 简历 监理 尖利 监利	
zsts	1	0	1	0	753		总统	
lkhy	1	0	1	0	755		灵魂	
uhke	1	0	2	0	756		上课 尚可	
pifu	1	0	3	0	757		皮肤 匹夫 批复	
kuzi	1	0	1	0	758		裤子	
buhv	1	0	3	0	759		不会 不回 不悔	
vhfu	1	0	2	0	760		丈夫 涨幅	
uhxb	1	0	2	0	761		伤心 上心	
tiqm	1	0	2	0	762		提前 提钱	
yzqi	1	0	4	0	763		尤其 油漆 有期 油气	
xylm	1	1	1	1	764	1776	训练	悬崖勒马
nmji	1	0	2	0	765		年纪 年级	
dehx	1	0	2	0	766		的话 德华	
hcwj	1	0	2	0	767		好玩 好晚	
jiji	1	0	3	0	768		积极 唧唧 寂寂	
tvjm	1	0	1	0	769		推荐	
jivu	1	1	4	1	770	15624	记住 脊柱 寄主 肌注	基础知识
gfve	1	0	1	0	771		跟着	
kdie	1	0	1	0	772		开车	
ijug	1	0	2	0	773		产生 颤声	
jxrf	1	0	3	0	774		家人 佳人 嫁人	
gjjk	1	0	2	0	775		干净 干警	
jbgr	1	0	2	0	776		尽管 金冠	
pdvc	1	0	2	0	777		拍照 牌照	
whlo	1	0	2	0	778		网络 网罗	
qiie	1	0	2	0	779		汽车 骑车	
mczi	1	0	2	0	780		帽子 毛子	
svui	1	0	3	0	781		随时 碎石 燧石	
gemk	1	0	2	0	782		革命 歌名	
hzhv	1	0	2	0	783		后悔 后会	
ziwo	1	0	1	0	784		自我	
xkyy	1	0	2	0	785		幸运 星云	
diuh	1	0	1	0	786		地上	
jiiu	1	0	4	0	787		基础 挤出 寄出 鸡雏	
ycqk	1	0	1	0	788		邀请	
ndnd	1	0	1	0	789		奶奶	
uibd	1	0	1	0	790		失败	
puts	1	0	3	0	791		普通 扑通 噗通	
vurf	1	0	3	0	792		主人 主任 助人	
fuza	1	0	1	0	793		复杂	
zcig	1	0	1	0	794		造成	
tixk	1	0	5	0	795		提醒 体型 体形 题型 梯形	
wwhe	1	0	4	0	796		为何 维和 违和 渭河	
dadc	1	0	5	0	797		达到 打倒 大道 大刀 答道	
dage	1	0	3	0	798		大哥 打嗝 大个	
irts	1	0	2	0	799		传统 串通	
cjyu	1	0	2	0	800		参与 残余	
ykyu	1	0	3	0	801		英语 盈余 应予	
lvxk	1	0	3	0	802		旅行 履行 率性	
uzli	1	0	3	0	803		手里 受理 受力	
uiwh	1	0	3	0	804		失望 狮王 驶往	
wwxn	1	0	3	0	805		微笑 微小 卫校	
bici	1	0	1	0	806		彼此	
jxge	1	0	2	0	807		价格 家鸽	
gjga	1	0	1	0	808		尴尬	
dszo	1	0	1	0	809		动作	
mkxk	1	0	2	0	810		明星 名姓	
lcgs	1	0	2	0	811		老公 劳工	
yilu	1	0	2	0	812		一路 驿路	
djgc	1	0	1	0	813		蛋糕	
ksjm	1	0	2	0	814		空间 控件	
ihge	1	0	3	0	815		唱歌 长歌 长葛	
xkff	1	0	1	0	816		兴奋	
ziln	1	0	1	0	817		资料	
vjvg	1	0	1	0	818		战争	
lily	1	0	2	0	819		理论 立论	
guyi	1	1	1	1	820	2555	故意	更胜一筹
vozi	1	0	2	0	822		桌子 镯子	
igji	1	0	5	0	823		成绩 乘积 乘机 城际 承继	
zdci	1	0	2	0	824		再次 在此	
igdu	1	0	1	0	825		程度	
iadm	1	0	4	0	826		差点 茶点 插电 查点	
tddu	1	1	2	1	827	16659	态度 台独	头等大事
uuuu	1	1	4	1	828	9651	叔叔 蜀黍 数数 书塾	生生世世
anjk	1	0	2	0	829		安静 暗井	
fgge	1	0	2	0	831		风格 峰哥	
yiuh	1	0	2	0	832		以上 衣裳	
mfkz	1	0	1	0	833		门口	
yjiu	1	1	1	1	834	5112	演出	一江春水
yihj	1	0	1	0	835		遗憾	
yzks	1	0	1	0	836		有空	
like	1	0	3	0	837		立刻 理科 力克	
hoie	1	0	2	0	838		火车 货车	
zcan	1	0	1	0	839		早安	
zdxi	1	0	1	0	840		仔细	
qlda	1	0	2	0	841		强大 抢答	
fahv	1	0	2	0	842		发挥 发回	
jxql	1	0	1	0	843		加强	
buru	1	0	3	0	844		不如 步入 哺乳	
aayi	1	0	1	0	845		阿姨	
vzww	1	0	1	0	846		周围	
bozi	1	0	2	0	847		脖子 跛子	
ythv	1	0	1	0	848		约会	
yyxu	1	1	2	2	849	17763	允许 孕畜	英勇献身 鸳鸯戏水
mmfw	1	0	1	0	850		免费	
vibo	1	0	3	0	851		直播 直博 直拨	
ugyi	1	0	3	0	852		生意 生疑 圣衣	
vgqu	1	0	1	0	853		争取	
bmyi	1	0	5	0	854		便宜 贬义 变异 编译 便衣	
siji	1	0	7	0	855		司机 四季 伺机 死机 斯基 四级 死寂	
fhss	1	0	2	0	856		放松 放送	
cogo	1	0	1	0	857		错过	
viye	1	0	5	0	858		职业 枝叶 执业 汁液 置业	
ksqi	1	0	1	0	859		空气	
nvui	1	0	3	0	860		女士 女尸 女式	
jidu	1	0	7	0	861		嫉妒 极度 几度 基督 季度 缉毒 忌妒	
boui	1	0	2	0	862		博士 博识	
hcyy	1	0	1	0	863		好运	
nmlk	1	0	1	0	864		年龄	
rfmb	1	0	1	0	865		人民	
ceso	1	0	1	0	866		厕所	
lntm	1	0	1	0	867		聊天	
mude	1	0	1	0	868		目的	
zoye	1	0	2	0	869		作业 昨夜	
erdo	1	0	1	0	870		耳朵	
jlhx	1	0	3	0	871		讲话 僵化 江华	
uzui	1	0	8	0	872		收拾 手势 首饰 熟食 熟识 收视 收尸 守势	
fhjx	1	0	2	0	873		放假 房价	
zohc	1	0	2	0	874		做好 作好	
vgui	1	0	7	0	875		正式 证实 正是 正事 正视 政事 正史	
hcwu	1	0	1	0	876		毫无	
jkxi	1	0	4	0	877		惊喜 精细 靖西 惊悉	
jndu	1	0	1	0	878		角度	
anww	1	1	2	1	879	14468	安慰 安危	傲睨万物
divi	1	0	4	0	880		地址 抵制 地质 低脂	
mkmk	1	1	3	1	881	6097	明明 命名 冥冥	买空卖空
iedi	1	0	2	0	882		彻底 车底	
vfxb	1	0	1	0	883		真心	
nvuf	1	0	1	0	884		女神	
zics	1	0	1	0	885		自从	
fzze	1	0	1	0	886		否则	
iufw	1	0	1	0	887		除非	
tnvj	1	0	1	0	888		挑战	
bubi	1	0	2	0	889		不必 不比	
jiih	1	0	3	0	890		机场 机长 鸡场	
ngll	1	0	1	0	891		能量	
jnao	1	0	1	0	892		骄傲	
tzzi	1	0	3	0	893		投资 头子 骰子	
uike	1	0	3	0	894		时刻 石刻 食客	
xilp	1	0	1	0	895		系列	
bizi	1	0	2	0	896		鼻子 篦子	
mknm	1	0	1	0	897		明年	
dstm	1	0	2	0	898		冬天 洞天	
xmrj	1	1	1	1	899	12747	显然	惜墨如金
xmde	1	0	3	0	900		显得 贤德 先得	
wjfj	1	0	1	0	901		晚饭	
rfcd	1	0	1	0	902		人才	
gorj	1	0	1	0	903		果然	
hsse	1	0	1	0	904		红色	
vgce	1	0	2	0	905		政策 正册	
xbhc	1	0	2	0	906		信号 心好	
bkrf	1	0	2	0	907		病人 兵刃	
uiji	1	0	12	0	908		实际 世纪 十几 时机 事迹 诗集 市级 试剂 实绩 史记 市集 史迹	
zvvs	1	0	2	0	909		最终 最重	
anvc	1	0	1	0	910		按照	
rgrj	1	0	1	0	911		仍然	
soww	1	0	1	0	912		所谓	
vgju	1	0	4	0	913		证据 政局 整句 正剧	
daan	1	0	3	0	914		答案 大案 大安	
yzhc	1	0	2	0	915		友好 油耗	
njfh	1	0	2	0	916		南方 男方	
ybxl	1	0	4	0	917		印象 音响 音像 音箱	
lvse	1	0	2	0	918		绿色 滤色	
xruz	1	0	1	0	919		选手	
jxvi	1	0	3	0	920		价值 加之 假肢	
yihv	1	0	4	0	921		一会 议会 意会 一回	
ycme	1	0	1	0	922		要么	
ilzc	1	0	1	0	923		创造	
suue	1	0	2	0	924		宿舍 速射	
uybm	1	0	1	0	926		顺便	
tjtj	1	0	1	0	927		谈谈	
qiil	1	0	2	0	928		起床 凄怆	
gspk	1	0	2	0	929		公平 公屏	
hwan	1	0	1	0	930		黑暗	
ybqi	1	1	3	1	931	2064	引起 阴气 银器	永葆青春
gjds	1	0	1	0	932		感动	
yzxn	1	0	2	0	933		有效 幼小	
qkxu	1	1	2	1	934	7493	情绪 清虚	群口相声
fago	1	0	1	0	935		法国	
juli	1	0	4	0	936		距离 举例 局里 居里	
jiyi	1	0	4	0	937		记忆 技艺 几亿 机翼	
njuz	1	0	1	0	938		难受	
keji	1	0	4	0	939		科技 客机 科级 克己	
qknm	1	0	1	0	940		青年	
mcbk	1	0	1	0	941		毛病	
uuju	1	0	2	0	942		数据 输局	
qyzi	1	0	1	0	943		裙子	
gsng	1	0	1	0	944		功能	
gszi	1	0	2	0	945		工资 公子	
xrir	1	0	1	0	946		宣传	
jbbu	1	0	2	0	947		进步 进补	
iixu	1	0	1	0	948		持续	
fabn	1	0	2	0	949		发表 发飙	
ucnv	1	0	1	0	950		少女	
yujm	1	0	4	0	951		遇见 预见 御剑 愚见	
uhxt	1	0	1	0	952		上学	
gjmc	1	0	2	0	953		感冒 干毛	
dvwu	1	0	1	0	954		队伍	
bdto	1	0	2	0	955		拜托 摆脱	
uhwu	1	0	4	0	956		上午 商务 晌午 尚无	
xxyu	1	0	2	0	957		下雨 夏雨	
xiyb	1	0	2	0	958		吸引 吸音	
jkcd	1	0	2	0	960		精彩 竞猜	
faiu	1	0	2	0	962		发出 发怵	
whuh	1	1	2	1	963	17212	网上 往上	文化生活
xnde	1	0	1	0	964		晓得	
gudu	1	0	2	0	965		孤独 咕嘟	
qmwj	1	1	2	1	966	1020	千万 前晚	亲密无间
uihx	1	0	4	0	967		实话 石化 市花 市话	
jbll	1	1	2	1	968	15559	尽量 斤两	基本理论
vuds	1	0	1	0	969		主动	
quxn	1	0	2	0	970		取消 取笑	
vrjx	1	0	2	0	971		专家 转嫁	
nmdd	1	0	1	0	972		年代	
ihui	1	0	6	0	973		尝试 常识 常事 长势 长石 长诗	
faxk	1	0	2	0	974		发型 发行	
jnse	1	0	1	0	975		角色	
yiwd	1	0	2	0	976		意外 以外	
iguz	1	0	2	0	977		成熟 承受	
gria	1	0	2	0	978		观察 官差	
xxbj	1	0	2	0	979		下班 下半	
pgdc	1	0	2	0	980		碰到 碰倒	
mjyi	1	0	2	0	981		满意 蛮夷	
yuyj	1	0	4	0	982		语言 预言 寓言 预演	
vfxl	1	0	3	0	983		真相 真想 真香	
xlnm	1	0	2	0	984		想念 享年	
uzxi	1	0	5	0	985		熟悉 首席 收悉 受洗 熟习	
hwse	1	0	1	0	987		黑色	
pkui	1	0	3	0	988		平时 平视 平实	
qrmm	1	0	3	0	989		全面 劝勉 全棉	
ufqk	1	0	3	0	990		申请 深情 神情	
ytii	1	0	2	0	991		钥匙 岳池	
igih	1	0	1	0	992		成长	
zugz	1	1	1	1	993	17826	足够	早生贵子
sikc	1	0	2	0	994		思考 司考	
luxm	1	1	1	1	995	14440	路线	来势凶猛
vjdz	1	0	1	0	996		战斗	
lgjk	1	0	2	0	997		冷静 棱镜	
ufcd	1	0	2	0	998		身材 神采	
jqdm	1	0	2	0	999		酒店 九点	
grjy	1	0	2	0	1000		冠军 官军	
tnwu	1	0	1	0	1001		跳舞	
qrdz	1	0	1	0	1002		全都	
darc	1	0	1	0	1003		打扰	
uiyk	1	0	3	0	1004		适应 石英 试映	
dcvi	1	0	2	0	1005		导致 倒置	
daji	1	0	3	0	1006		打击 大吉 大计	
wogo	1	0	1	0	1007		我国	
hcrf	1	0	1	0	1008		好人	
uzuh	1	0	2	0	1009		受伤 手上	
juxk	1	0	5	0	1010		举行 巨型 巨星 矩形 句型	
pkgo	1	0	1	0	1011		苹果	
gonw	1	0	1	0	1012		国内	
wfvh	1	0	2	0	1013		文章 蚊帐	
zjui	1	0	1	0	1014		暂时	
qkvu	1	0	4	0	1016		庆祝 倾注 青竹 青贮	
hyli	1	0	1	0	1017		婚礼	
bupa	1	0	1	0	1018		不怕	
jqjk	1	0	3	0	1019		究竟 酒精 久经	
xyvc	1	0	1	0	1020		寻找	
jpyi	1	0	3	0	1021		介意 借以 结义	
yirj	1	0	6	0	1022		依然 毅然 已然 易燃 亦然 怡然	
yeye	1	0	2	0	1023		爷爷 夜夜	
reqk	1	0	1	0	1024		热情	
diqq	1	0	1	0	1025		地球	
fjww	1	0	2	0	1026		范围 反胃	
duuu	1	0	3	0	1027		读书 度数 读数	
hcui	1	0	3	0	1028		好事 耗时 好使	
budv	1	0	2	0	1029		不对 部队	
uigl	1	0	1	0	1030		时光	
jmql	1	0	1	0	1031		坚强	
dego	1	0	2	0	1032		德国 得过	
qrli	1	0	3	0	1033		权利 权力 全力	
dcui	1	0	4	0	1034		倒是 导师 到时 道士	
tnvg	1	0	1	0	1035		调整	
lvui	1	0	2	0	1036		律师 律诗	
tzpn	1	0	1	0	1037		投票	
zixb	1	0	2	0	1038		自信 资信	
bcva	1	0	2	0	1039		爆炸 包扎	
disi	1	0	1	0	1040		第四	
fuhe	1	0	5	0	1041		符合 复合 附和 负荷 复核	
jivs	1	0	4	0	1042		集中 击中 几种 冀中	
qijm	1	0	5	0	1043		期间 旗舰 其间 起见 器件	
uiwu	1	0	9	0	1044		食物 事物 十五 失误 事务 实物 失物 饰物 实务	
iidc	1	0	2	0	1045		迟到 赤道	
qkss	1	0	2	0	1046		轻松 青松	
guli	1	0	5	0	1047		鼓励 孤立 故里 谷粒 股利	
zvgc	1	0	1	0	1048		最高	
uuzi	1	0	2	0	1049		数字 梳子	
gsji	1	0	4	0	1051		攻击 共计 公鸡 功绩	
geww	1	0	2	0	1052		各位 个位	
mwnm	1	0	1	0	1053		每年	
uebw	1	0	1	0	1054		设备	
wwxp	1	0	2	0	1055		威胁 猥亵	
yjuf	1	1	2	1	1056	13347	眼神 延伸	一决胜负
mwti	1	0	2	0	1057		媒体 美体	
kehu	1	0	1	0	1058		客户	
hoji	1	0	5	0	1059		伙计 活计 火鸡 货机 火机	
ysqi	1	0	2	0	1060		勇气 涌起	
jnts	1	0	2	0	1061		交通 绞痛	
vrmf	1	0	2	0	1062		专门 转门	
xbrf	1	0	3	0	1063		信任 新人 新任	
dhdi	1	0	2	0	1064		当地 荡涤	
cdln	1	0	1	0	1065		材料	
wutd	1	0	2	0	1066		舞台 五台	
xkxl	1	0	2	0	1067		形象 星象	
bdse	1	0	2	0	1068		白色 百色	
gjkk	1	0	1	0	1069		赶快	
yimm	1	0	3	0	1070		一面 以免 意面	
buxu	1	0	2	0	1071		不许 不需	
jpdr	1	0	3	0	1072		阶段 截断 揭短	
yyqi	1	1	2	1	1073	3530	运气 孕期	咬牙切齿
jngw	1	0	2	0	1074		交给 教给	
zccj	1	0	1	0	1075		早餐	
wjxn	1	0	1	0	1076		玩笑	
mzxp	1	0	1	0	1077		某些	
kspa	1	0	1	0	1078		恐怕	
jxuh	1	0	2	0	1079		加上 架上	
vilw	1	0	2	0	1080		之类 脂类	
wuqi	1	0	3	0	1081		武器 雾气 无期	
ouer	1	0	1	0	1082		偶尔	
hcma	1	0	2	0	1083		号码 好吗	
tkvi	1	0	4	0	1084		停止 挺直 停滞 停职	
wuzi	1	0	5	0	1085		屋子 物资 污渍 舞姿 兀自	
hctk	1	0	3	0	1086		好听 豪庭 号厅	
iufh	1	0	3	0	1087		厨房 处方 出访	
huxi	1	0	2	0	1088		呼吸 护膝	
zomg	1	0	1	0	1089		做梦	
lcrf	1	0	1	0	1090		老人	
xthv	1	0	1	0	1091		学会	
teuu	1	0	1	0	1092		特殊	
qude	1	0	1	0	1093		取得	
zids	1	0	1	0	1094		自动	
xbuh	1	0	2	0	1095		欣赏 心上	
goff	1	0	2	0	1096		过分 果粉	
kerf	1	0	2	0	1097		客人 可人	
pkjx	1	0	2	0	1098		评价 平价	
wfjm	1	0	2	0	1099		文件 稳健	
fhfo	1	0	1	0	1100		仿佛	
xnzi	1	0	4	0	1101		小子 孝子 小资 小字	
ufff	1	0	1	0	1102		身份	
yzyi	1	0	9	0	1103		友谊 有意 优异 有益 右翼 游艺 犹疑 游弋 游移	
qubp	1	0	1	0	1104		区别	
wfrz	1	0	1	0	1105		温柔	
uitz	1	0	3	0	1106		石头 势头 湿透	
bude	1	0	1	0	1107		不得	
yivf	1	0	3	0	1108		一阵 义诊 疑阵	
aiuh	1	0	2	0	1109		爱上 哀伤	
xmnv	1	0	1	0	1110		仙女	
ssgw	1	0	1	0	1111		送给	
ufke	1	0	1	0	1112		深刻	
zcif	1	0	1	0	1113		早晨	
ugdj	1	0	2	0	1115		圣诞 生蛋	
vsda	1	0	3	0	1116		重大 肿大 中大	
ouxl	1	0	1	0	1117		偶像	
bdtm	1	0	2	0	1118		白天 百天	
xizc	1	0	1	0	1119		洗澡	
gsrf	1	0	3	0	1120		工人 公认 供认	
zoxx	1	0	2	0	1121		坐下 左下	
aiya	1	0	2	0	1122		哎呀 唉呀	
gsig	1	0	4	0	1123		工程 攻城 恭城 宫城	
yidj	1	0	1	0	1124		一旦	
vlkl	1	0	2	0	1125		状况 装框	
vivs	1	0	1	0	1126		之中	
hxti	1	0	2	0	1127		话题 滑梯	
fgfu	1	0	1	0	1128		丰富	
gskd	1	0	1	0	1129		公开	
hcqi	1	0	4	0	1130		好奇 豪气 好气 浩气	
yjqm	1	0	1	0	1131		眼前	
xpzi	1	0	5	0	1132		鞋子 写字 蝎子 血渍 楔子	
bcxm	1	0	2	0	1133		保险 保鲜	
jnuz	1	0	4	0	1134		教授 交手 叫兽 交售	
gsli	1	0	8	0	1135		公里 功力 功利 公立 公历 宫里 公理 公厘	
yibd	1	1	2	2	1136	2081	一百 衣摆	严惩不贷 扬长避短
zoiu	1	0	2	0	1137		做出 作出	
mmbc	1	0	2	0	1138		面包 绵薄	
xbxb	1	0	2	0	1139		信心 欣欣	
uiqi	1	0	6	0	1140		时期 十七 士气 使其 湿气 石器	
dzvg	1	0	1	0	1141		斗争	
heli	1	0	5	0	1142		合理 河里 合力 贺礼 河狸	
gsvu	1	0	3	0	1143		公主 公猪 恭祝	
boli	1	0	1	0	1144		玻璃	
dirf	1	0	1	0	1145		敌人	
mkyy	1	0	1	0	1146		命运	
dclu	1	0	2	0	1147		道路 盗录	
juda	1	0	1	0	1149		巨大	
uouo	1	0	1	0	1150		说说	
yrze	1	0	1	0	1151		原则	
hciu	1	0	1	0	1152		好处	
vvqq	1	1	1	2	1153	405	追求	整整齐齐 真真切切
pijq	1	0	1	0	1154		啤酒	
mwfa	1	0	2	0	1155		没法 美发	
uiyj	1	0	9	0	1156		实验 试验 誓言 饰演 食言 十堰 食盐 试演 失言	
tktk	1	0	4	0	1157		听听 停停 亭亭 婷婷	
ujll	1	0	3	0	1159		善良 闪亮 山梁	
yrwh	1	0	3	0	1160		愿望 冤枉 远望	
jpiu	1	0	4	0	1161		接触 解除 杰出 戒除	
jpri	1	0	1	0	1162		节日	
gcji	1	0	3	0	1163		高级 搞基 告急	
jiqi	1	0	4	0	1164		机器 极其 及其 激起	
erts	1	0	2	0	1165		儿童 耳痛	
fuiu	1	0	3	0	1166		付出 复出 浮出	
jtbu	1	0	2	0	1167		绝不 决不	
nvzi	1	0	1	0	1168		女子	
dsde	1	0	2	0	1169		懂得 东德	
bfrf	1	0	2	0	1170		本人 笨人	
daug	1	0	3	0	1171		大声 大胜 大圣	
dcqm	1	0	1	0	1172		道歉	
njyi	1	0	2	0	1173		难以 难易	
jnlm	1	0	2	0	1174		教练 铰链	
ysgj	1	1	1	1	1175	8796	勇敢	有所顾忌
zdyu	1	0	2	0	1176		在于 载誉	
jxqi	1	0	4	0	1177		假期 架起 佳期 加气	
mzge	1	0	1	0	1180		某个	
jqsr	1	0	1	0	1182		就算	
nscy	1	0	1	0	1183		农村	
wfnr	1	0	1	0	1184		温暖	
qllp	1	0	2	0	1185		强烈 墙裂	
dsli	1	0	2	0	1186		动力 洞里	
grdm	1	0	2	0	1187		观点 关店	
jpzz	1	0	2	0	1188		节奏 劫走	
moui	1	0	3	0	1189		模式 漠视 末世	
zcgc	1	0	2	0	1190		糟糕 枣糕	
vuhe	1	0	1	0	1191		祝贺	
hobj	1	0	2	0	1192		伙伴 活版	
kdfh	1	0	3	0	1193		开放 开房 开方	
gcdu	1	0	1	0	1194		高度	
tzru	1	0	2	0	1195		投入 透入	
tiyj	1	0	2	0	1196		体验 题眼	
buui	1	0	6	0	1197		不是 不适 不时 布什 捕食 布施	
yjlw	1	0	2	0	1198		眼泪 盐类	
bale	1	0	2	0	1199		罢了 芭乐	
ksju	1	0	2	0	1200		恐惧 孔距	
xlgr	1	0	1	0	1201		相关	
zzkd	1	0	1	0	1202		走开	
tztz	1	0	2	0	1203		偷偷 头头	
yehc	1	0	1	0	1204		也好	
hexp	1	0	3	0	1205		和谐 河蟹 喝血	
ucnm	1	0	1	0	1206		少年	
tmks	1	0	2	0	1207		天空 填空	
vfxi	1	0	2	0	1208		珍惜 珍稀	
gsyr	1	0	2	0	1209		公园 公元	
