行号	词	词频	原拼音	辅助拼音	词典读音	简单鹤	鲸凉鹤	采用	依据	问题
257	这种	14615	zhe4 zhong3	zhezhong	zhe4 zhong3	zhe zhong	zhe zhong	zhe zhong	简单鹤与鲸凉鹤去飞键后一致	
258	上帝	14605	Shang4 di4	shangdi	shang4 di4	shang di	shang di	shang di	简单鹤与鲸凉鹤去飞键后一致	
259	女人	14388	nu:3 ren2	nvren	nv3 ren2	nv ren	nv ren	nv ren	简单鹤与鲸凉鹤去飞键后一致	
260	名字	14335	ming2 zi5	mingzi	ming2 zi4	ming zi	ming zi	ming zi	简单鹤与鲸凉鹤去飞键后一致	
261	认识	14304	ren4 shi5	renshi	ren4 shi2	ren shi	ren shi	ren shi	简单鹤与鲸凉鹤去飞键后一致	
262	坐	14204	zuo4	zuo	zuo4			zuo	整词词典与原始音节一致	
263	今晚	14178	jin1 wan3	jinwan	jin1 wan3	jin wan	jin wan	jin wan	简单鹤与鲸凉鹤去飞键后一致	
264	其他	14163	qi2 ta1	qita	qi2 ta1	qi ta	qi ta	qi ta	简单鹤与鲸凉鹤去飞键后一致	
265	喝	14004	he1/he4	he	he1 | he4			he	整词词典与原始音节一致	
266	记得	13898	ji4 de5	jide	ji4 de5	ji de	ji de	ji de	简单鹤与鲸凉鹤去飞键后一致	
267	家伙	13846	jia1 huo5	jiahuo	jia1 huo3	jia huo	jia huo	jia huo	简单鹤与鲸凉鹤去飞键后一致	
268	与	13700	yu2/yu3/yu4	yu	yu3 | yu4			yu	整词词典与原始音节一致	
269	或者	13597	huo4 zhe3	huozhe	huo4 zhe3	huo zhe	huo zhe	huo zhe	简单鹤与鲸凉鹤去飞键后一致	
270	写	13589	xie3/xie4	xie	xie3			xie	整词词典与原始音节一致	
271	穿	13586	chuan1	chuan	chuan1			chuan	整词词典与原始音节一致	
272	弄	13574	long4/nong4	nong	long4 | nong4			进入单字公共池	历史单字人工/比例裁决单独记账（不是上下文实测）	重复行合计后仅应用一次
273	过去	13485	guo4 qu5	guoqu	guo4 qu4	guo qu	guo qu	guo qu	简单鹤与鲸凉鹤去飞键后一致	
274	哪里	13471	na3 li3	nali	na3 li3	na li	na li	na li	简单鹤与鲸凉鹤去飞键后一致	
275	啦	13369	la1/la5	la	la1 | la5			la	整词词典与原始音节一致	
276	却	13346	que4	que	que4			que	整词词典与原始音节一致	
277	算	13337	suan4	suan	suan4			suan	整词词典与原始音节一致	
278	担心	13238	dan1 xin1	danxin	dan1 xin1	dan xin	dan xin	dan xin	简单鹤与鲸凉鹤去飞键后一致	
279	继续	13221	ji4 xu4	jixu	ji4 xu4	ji xu	ji xu	ji xu	简单鹤与鲸凉鹤去飞键后一致	
280	送	13212	song4	song	song4			song	整词词典与原始音节一致	
281	女孩	13197	nu:3 hai2	nvhai	nv3 hai2	nv hai	nv hai	nv hai	简单鹤与鲸凉鹤去飞键后一致	
282	以	13083	yi3	yi	yi3			yi	整词词典与原始音节一致	
283	玩	13033	wan2	wan	wan2			wan	整词词典与原始音节一致	
284	亲爱	12783	qin1 ai4	qinai	qin1 ai4	qin ai	qin ai	qin ai	简单鹤与鲸凉鹤去飞键后一致	
285	下来	12748	xia4 lai5	xialai	xia4 lai2	xia lai	xia lai	xia lai	简单鹤与鲸凉鹤去飞键后一致	
286	成	12539	cheng2	cheng	cheng2			cheng	整词词典与原始音节一致	
287	条	12508	tiao2	tiao	tiao2			tiao	整词词典与原始音节一致	
288	够	12404	gou4	gou	gou4			gou	整词词典与原始音节一致	
289	父亲	12399	fu4 qin1	fuqin	fu4 qin1	fu qin	fu qin	fu qin	简单鹤与鲸凉鹤去飞键后一致	
290	以前	12391	yi3 qian2	yiqian	yi3 qian2	yi qian	yi qian	yi qian	简单鹤与鲸凉鹤去飞键后一致	
291	跑	12332	pao2/pao3	pao	pao2 | pao3			pao	整词词典与原始音节一致	
292	月	12253	yue4	yue	yue4			yue	整词词典与原始音节一致	
293	早	12185	zao3	zao	zao3			zao	整词词典与原始音节一致	
294	美国	12185	Mei3 guo2	meiguo	mei3 guo2	mei guo	mei guo	mei guo	简单鹤与鲸凉鹤去飞键后一致	
295	长	12173	chang2/zhang3	chang	chang2 | zhang3			待分配	孤立多音字无语境；待分配	
296	完全	12068	wan2 quan2	wanquan	wan2 quan2	wan quan	wan quan	wan quan	简单鹤与鲸凉鹤去飞键后一致	
297	宝贝	11950	bao3 bei4	baobei	bao3 bei4	bao bei	bao bei	bao bei	简单鹤与鲸凉鹤去飞键后一致	
298	号	11862	hao2/hao4	hao	hao2 | hao4			hao	整词词典与原始音节一致	
299	枪	11850	qiang1	qiang	qiang1			qiang	整词词典与原始音节一致	
300	狗	11808	gou3	gou	gou3			gou	整词词典与原始音节一致	
301	可是	11739	ke3 shi4	keshi	ke3 shi4	ke shi	ke shi	ke shi	简单鹤与鲸凉鹤去飞键后一致	
302	世界	11721	shi4 jie4	shijie	shi4 jie4	shi jie	shi jie	shi jie	简单鹤与鲸凉鹤去飞键后一致	
303	小时	11709	xiao3 shi2	xiaoshi	xiao3 shi2	xiao shi	xiao shi	xiao shi	简单鹤与鲸凉鹤去飞键后一致	
304	重要	11677	zhong4 yao4	zhongyao	zhong4 yao4	zhong yao	zhong yao	zhong yao	简单鹤与鲸凉鹤去飞键后一致	
305	谈	11653	tan2	tan	tan2			tan	整词词典与原始音节一致	
306	别人	11613	bie2 ren2	bieren	bie2 ren2	bie ren	bie ren	bie ren	简单鹤与鲸凉鹤去飞键后一致	
307	男人	11608	nan2 ren2	nanren	nan2 ren2	nan ren	nan ren	nan ren	简单鹤与鲸凉鹤去飞键后一致	
308	头	11582	tou2	tou	tou2			tou	整词词典与原始音节一致	
309	机会	11571	ji1 hui4	jihui	ji1 hui4	ji hui	ji hui	ji hui	简单鹤与鲸凉鹤去飞键后一致	
310	岁	11556	sui4	sui	sui4			sui	整词词典与原始音节一致	
311	出去	11524	chu1 qu4	chuqu	chu1 qu4	chu qu	chu qu	chu qu	简单鹤与鲸凉鹤去飞键后一致	
312	活	11509	huo2	huo	huo2			huo	整词词典与原始音节一致	
313	看见	11442	kan4 jian4	kanjian	kan4 jian4	kan jian	kan jian	kan jian	简单鹤与鲸凉鹤去飞键后一致	
314	者	11387	zhe3	zhe	zhe3			zhe	整词词典与原始音节一致	
315	打电话	11289	da3 dian4 hua4	dadianhua	da3 dian4 hua4			da dian hua	整词词典与原始音节一致	
316	喂	11286	wei4	wei	wei4			wei	整词词典与原始音节一致	
317	好像	11214	hao3 xiang4	haoxiang	hao3 xiang4	hao xiang	hao xiang	hao xiang	简单鹤与鲸凉鹤去飞键后一致	
318	得到	11188	de2 dao4	dedao	dei3 dao4	de dao	de dao	de dao	简单鹤与鲸凉鹤去飞键后一致	整词词典与原始拼音矛盾；整词词典与辅助拼音矛盾；两鹤一致但Chai不同
319	警察	11176	jing3 cha2	jingcha	jing3 cha2	jing cha	jing cha	jing cha	简单鹤与鲸凉鹤去飞键后一致	
320	完	11162	wan2	wan	wan2			wan	整词词典与原始音节一致	
321	张	11146	zhang1	zhang	zhang1			zhang	整词词典与原始音节一致	
322	儿子	11100	er2 zi5	erzi	er2 zi3	er zi	er zi	er zi	简单鹤与鲸凉鹤去飞键后一致	
323	之后	11099	zhi1 hou4	zhihou	zhi1 hou4	zhi hou	zhi hou	zhi hou	简单鹤与鲸凉鹤去飞键后一致	
324	漂亮	11032	piao4 liang5	piaoliang	piao4 liang4	piao liang	piao liang	piao liang	简单鹤与鲸凉鹤去飞键后一致	
325	分钟	11029	fen1 zhong1	fenzhong	fen1 zhong1	fen zhong	fen zhong	fen zhong	简单鹤与鲸凉鹤去飞键后一致	
326	接	10970	jie1	jie	jie1			jie	整词词典与原始音节一致	
327	场	10963	chang2/chang3	chang	chang2 | chang3			chang	整词词典与原始音节一致	
328	再见	10958	zai4 jian4	zaijian	zai4 jian4	zai jian	zai jian	zai jian	简单鹤与鲸凉鹤去飞键后一致	
329	求	10904	qiu2	qiu	qiu2			qiu	整词词典与原始音节一致	
330	刚	10888	gang1	gang	gang1			gang	整词词典与原始音节一致	
331	如何	10879	ru2 he2	ruhe	ru2 he2	ru he	ru he	ru he	简单鹤与鲸凉鹤去飞键后一致	
332	比赛	10726	bi3 sai4	bisai	bi3 sai4	bi sai	bi sai	bi sai	简单鹤与鲸凉鹤去飞键后一致	
333	呀	10700	ya1/ya5	ya	ya1 | ya5			ya	整词词典与原始音节一致	
334	情况	10673	qing2 kuang4	qingkuang	qing2 kuang4	qing kuang	qing kuang	qing kuang	简单鹤与鲸凉鹤去飞键后一致	
335	变	10580	bian4	bian	bian4			bian	整词词典与原始音节一致	
336	关系	10567	guan1 xi4	guanxi	guan1 xi4	guan xi	guan xi	guan xi	简单鹤与鲸凉鹤去飞键后一致	
337	真是	10559	zhen1 shi4	zhenshi	zhen1 shi4	zhen shi	zhen shi	zhen shi	简单鹤与鲸凉鹤去飞键后一致	
338	女士	10544	nu:3 shi4	nvshi	nv3 shi4	nv shi	nv shi	nv shi	简单鹤与鲸凉鹤去飞键后一致	
339	本	10526	ben3	ben	ben3			ben	整词词典与原始音节一致	
340	马上	10413	ma3 shang4	mashang	ma3 shang4	ma shang	ma shang	ma shang	简单鹤与鲸凉鹤去飞键后一致	
341	决定	10318	jue2 ding4	jueding	jue2 ding4	jue ding	jue ding	jue ding	简单鹤与鲸凉鹤去飞键后一致	
342	见到	10317	jian4 dao4	jiandao	jian4 dao4	jian dao	jian dao	jian dao	简单鹤与鲸凉鹤去飞键后一致	
343	根本	10311	gen1 ben3	genben	gen1 ben3	gen ben	gen ben	gen ben	简单鹤与鲸凉鹤去飞键后一致	
344	关于	10266	guan1 yu2	guanyu	guan1 yu2	guan yu	guan yu	guan yu	简单鹤与鲸凉鹤去飞键后一致	
345	那儿	10254	na4 r5	naer		na er	na er	na er	简单鹤与鲸凉鹤去飞键后一致	
346	难	10254	nan2/nan4	nan	nan2 | nan4			nan	整词词典与原始音节一致	
347	只要	10236	zhi3 yao4	zhiyao	zhi3 yao4	zhi yao	zhi yao	zhi yao	简单鹤与鲸凉鹤去飞键后一致	
348	里面	10183	li3 mian4	limian	li3 mian4	li mian	li mian	li mian	简单鹤与鲸凉鹤去飞键后一致	
349	份	10154	fen4	fen	fen4			fen	整词词典与原始音节一致	
350	每	10154	mei3	mei	mei3			mei	整词词典与原始音节一致	
351	到底	10133	dao4 di3	daodi	dao4 di3	dao di	dao di	dao di	简单鹤与鲸凉鹤去飞键后一致	
352	了解	10127	liao3 jie3	liaojie	liao3 jie3	liao jie	liao jie	liao jie	简单鹤与鲸凉鹤去飞键后一致	
353	明天	10108	ming2 tian1	mingtian	ming2 tian1	ming tian	ming tian	ming tian	简单鹤与鲸凉鹤去飞键后一致	
354	站	10081	zhan4	zhan	zhan4			zhan	整词词典与原始音节一致	
355	结束	10050	jie2 shu4	jieshu	jie2 shu4	jie shu	jie shu	jie shu	简单鹤与鲸凉鹤去飞键后一致	
356	公司	10046	gong1 si1	gongsi	gong1 si1	gong si	gong si	gong si	简单鹤与鲸凉鹤去飞键后一致	
357	成为	10038	cheng2 wei2	chengwei	cheng2 wei2	cheng wei	cheng wei	cheng wei	简单鹤与鲸凉鹤去飞键后一致	
358	永远	10036	yong3 yuan3	yongyuan	yong3 yuan3	yong yuan	yong yuan	yong yuan	简单鹤与鲸凉鹤去飞键后一致	
359	帮助	10033	bang1 zhu4	bangzhu	bang1 zhu4	bang zhu	bang zhu	bang zhu	简单鹤与鲸凉鹤去飞键后一致	
360	来说	10026	lai2 shuo1	laishuo	lai2 shuo1	lai shuo	lai shuo	lai shuo	简单鹤与鲸凉鹤去飞键后一致	
361	多少	9965	duo1 shao5	duoshao	duo1 shao3	duo shao	duo shao	duo shao	简单鹤与鲸凉鹤去飞键后一致	
362	哇	9951	wa1/wa5	wa	wa1 | wa5			wa	整词词典与原始音节一致	
363	名	9950	ming2	ming	ming2			ming	整词词典与原始音节一致	
364	它们	9933	ta1 men5	tamen	ta1 men5	ta men	ta men	ta men	简单鹤与鲸凉鹤去飞键后一致	
365	总	9898	zong3	zong	zong3			zong	整词词典与原始音节一致	
366	确定	9889	que4 ding4	queding	que4 ding4	que ding	que ding	que ding	简单鹤与鲸凉鹤去飞键后一致	
367	有人	9877	you3 ren2	youren			you ren	you ren	单份鹤参考与其他证据一致	
368	清楚	9836	qing1 chu5	qingchu	qing1 chu3	qing chu	qing chu	qing chu	简单鹤与鲸凉鹤去飞键后一致	
369	晚上	9574	wan3 shang5	wanshang	wan3 shang4	wan shang	wan shang	wan shang	简单鹤与鲸凉鹤去飞键后一致	
370	安全	9541	an1 quan2	anquan	an1 quan2	an quan	an quan	an quan	简单鹤与鲸凉鹤去飞键后一致	
371	怎样	9529	zen3 yang4	zenyang	zen3 yang4	zen yang	zen yang	zen yang	简单鹤与鲸凉鹤去飞键后一致	
372	没什么	9452	mei2 shen2 me5	meishime	mei2 shen2 me5			mei shen me	整词词典与原始音节一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
373	块	9365	kuai4	kuai	kuai4			kuai	整词词典与原始音节一致	
374	回家	9360	hui2 jia1	huijia	hui2 jia1	hui jia	hui jia	hui jia	简单鹤与鲸凉鹤去飞键后一致	
375	留	9272	liu2	liu	liu2			liu	整词词典与原始音节一致	
376	周	9241	zhou1	zhou	zhou1			zhou	整词词典与原始音节一致	
377	愿意	9191	yuan4 yi4	yuanyi	yuan4 yi4	yuan yi	yuan yi	yuan yi	简单鹤与鲸凉鹤去飞键后一致	
378	计划	9169	ji4 hua4	jihua	ji4 hua4	ji hua	ji hua	ji hua	简单鹤与鲸凉鹤去飞键后一致	
379	爸	9154	ba4	ba	ba4			ba	整词词典与原始音节一致	
380	俩	9037	lia3/liang3	lia	lia3 | liang3			进入单字公共池	历史单字人工/比例裁决单独记账（不是上下文实测）	重复行合计后仅应用一次
381	停	9028	ting2	ting	ting2			ting	整词词典与原始音节一致	
382	不能	9019	bu4 neng2	buneng	bu4 neng2	bu neng	bu neng	bu neng	简单鹤与鲸凉鹤去飞键后一致	
383	他妈的	9006	ta1 ma1 de5/di2/di4	tamade				待分配	证据不足或仍冲突；待分配	
384	说话	8985	shuo1 hua4	shuohua	shuo1 hua4	shuo hua	shuo hua	shuo hua	简单鹤与鲸凉鹤去飞键后一致	
385	另	8973	ling4	ling	ling4			ling	整词词典与原始音节一致	
386	心	8955	xin1	xin	xin1			xin	整词词典与原始音节一致	
387	花	8947	hua1	hua	hua1			hua	整词词典与原始音节一致	
388	她们	8912	ta1 men5	tamen	ta1 men5	ta men	ta men	ta men	简单鹤与鲸凉鹤去飞键后一致	
389	有些	8889	you3 xie1	youxie	you3 xie1	you xie	you xie	you xie	简单鹤与鲸凉鹤去飞键后一致	
390	门	8879	men2	men	men2			men	整词词典与原始音节一致	
391	感谢	8860	gan3 xie4	ganxie	gan3 xie4	gan xie	gan xie	gan xie	简单鹤与鲸凉鹤去飞键后一致	
392	谈谈	8820	tan2 tan2	tantan	tan2 tan2	tan tan	tan tan	tan tan	简单鹤与鲸凉鹤去飞键后一致	
393	定	8761	ding4	ding	ding4			ding	整词词典与原始音节一致	
394	于	8727	yu2	yu	yu2			yu	整词词典与原始音节一致	
395	以后	8698	yi3 hou4	yihou	yi3 hou4	yi hou	yi hou	yi hou	简单鹤与鲸凉鹤去飞键后一致	
396	管	8697	guan3	guan	guan3			guan	整词词典与原始音节一致	
397	照片	8687	zhao4 pian4	zhaopian	zhao4 pian4	zhao pian	zhao pian	zhao pian	简单鹤与鲸凉鹤去飞键后一致	
398	每个	8685	mei3 ge3/ge4	meige	mei3 ge4	mei ge	mei ge	mei ge	简单鹤与鲸凉鹤去飞键后一致	
399	欢迎	8674	huan1 ying2	huanying	huan1 ying2	huan ying	huan ying	huan ying	简单鹤与鲸凉鹤去飞键后一致	
400	敢	8664	gan3	gan	gan3			gan	整词词典与原始音节一致	
401	兄弟	8631	xiong1 di4	xiongdi	xiong1 di4	xiong di	xiong di	xiong di	简单鹤与鲸凉鹤去飞键后一致	
402	从来	8581	cong2 lai2	conglai	cong2 lai2	cong lai	cong lai	cong lai	简单鹤与鲸凉鹤去飞键后一致	
403	总是	8552	zong3 shi4	zongshi	zong3 shi4	zong shi	zong shi	zong shi	简单鹤与鲸凉鹤去飞键后一致	
404	嘴	8513	zui3	zui	zui3			zui	整词词典与原始音节一致	
405	跳	8496	tiao4	tiao	tiao4			tiao	整词词典与原始音节一致	
406	拜托	8456	bai4 tuo1	baituo	bai4 tuo1	bai tuo	bai tuo	bai tuo	简单鹤与鲸凉鹤去飞键后一致	
407	女儿	8450	nu:3 er2	nver	nv3 er2	nv er	nv er	nv er	简单鹤与鲸凉鹤去飞键后一致	
408	抓	8430	zhua1	zhua	zhua1			zhua	整词词典与原始音节一致	
409	小姐	8423	xiao3 jie5	xiaojie	xiao3 jie3	xiao jie	xiao jie	xiao jie	简单鹤与鲸凉鹤去飞键后一致	
410	动	8406	dong4	dong	dong4			dong	整词词典与原始音节一致	
411	赢	8363	ying2	ying	ying2			ying	整词词典与原始音节一致	
412	消息	8346	xiao1 xi5	xiaoxi	xiao1 xi1	xiao xi	xiao xi	xiao xi	简单鹤与鲸凉鹤去飞键后一致	
413	女	8343	nu:3	nv	nv3			nv	整词词典与原始音节一致	
414	忙	8342	mang2	mang	mang2			mang	整词词典与原始音节一致	
415	或许	8315	huo4 xu3	huoxu	huo4 xu3	huo xu	huo xu	huo xu	简单鹤与鲸凉鹤去飞键后一致	
416	如此	8305	ru2 ci3	ruci	ru2 ci3	ru ci	ru ci	ru ci	简单鹤与鲸凉鹤去飞键后一致	
417	队	8286	dui4	dui	dui4			dui	整词词典与原始音节一致	
418	无法	8226	wu2 fa3	wufa	wu2 fa3	wu fa	wu fa	wu fa	简单鹤与鲸凉鹤去飞键后一致	
419	房子	8223	fang2 zi5	fangzi	fang2 zi3	fang zi	fang zi	fang zi	简单鹤与鲸凉鹤去飞键后一致	
420	拉	8219	la1/la2/la3/la4	la	la1 | la2			la	整词词典与原始音节一致	
421	衣服	8130	yi1 fu5	yifu	yi1 fu2	yi fu	yi fu	yi fu	简单鹤与鲸凉鹤去飞键后一致	
422	听说	8098	ting1 shuo1	tingshuo	ting1 shuo1	ting shuo	ting shuo	ting shuo	简单鹤与鲸凉鹤去飞键后一致	
423	救	8095	jiu4	jiu	jiu4			jiu	整词词典与原始音节一致	
424	参加	8081	can1 jia1	canjia	can1 jia1	can jia	can jia	can jia	简单鹤与鲸凉鹤去飞键后一致	
425	办法	8059	ban4 fa3	banfa	ban4 fa3	ban fa	ban fa	ban fa	简单鹤与鲸凉鹤去飞键后一致	
426	睡	8031	shui4	shui	shui4			shui	整词词典与原始音节一致	
427	唯一	8023	wei2 yi1	weiyi	wei2 yi1	wei yi	wei yi	wei yi	简单鹤与鲸凉鹤去飞键后一致	
428	回去	7993	hui2 qu5	huiqu	hui2 qu4	hui qu	hui qu	hui qu	简单鹤与鲸凉鹤去飞键后一致	
429	人们	7990	ren2 men5	renmen	ren2 men5	ren men	ren men	ren men	简单鹤与鲸凉鹤去飞键后一致	
430	晚	7970	wan3	wan	wan3			wan	整词词典与原始音节一致	
431	该死	7905	gai1 si3	gaisi	gai1 si3	gai si	gai si	gai si	简单鹤与鲸凉鹤去飞键后一致	
432	闭	7894	bi4	bi	bi4			bi	整词词典与原始音节一致	
433	选择	7885	xuan3 ze2	xuanze	xuan3 ze2	xuan ze	xuan ze	xuan ze	简单鹤与鲸凉鹤去飞键后一致	
434	坏	7842	huai4/pi1	huai	huai4			进入单字公共池	历史单字人工/比例裁决单独记账（不是上下文实测）	重复行合计后仅应用一次
435	原因	7829	yuan2 yin1	yuanyin	yuan2 yin1	yuan yin	yuan yin	yuan yin	简单鹤与鲸凉鹤去飞键后一致	
436	下去	7767	xia4 qu5	xiaqu	xia4 qu4	xia qu	xia qu	xia qu	简单鹤与鲸凉鹤去飞键后一致	
437	受	7756	shou4	shou	shou4			shou	整词词典与原始音节一致	
438	连	7706	lian2	lian	lian2			lian	整词词典与原始音节一致	
439	好好	7704	hao3 hao3	haohao	hao3 hao3	hao hao	hao hao	hao hao	简单鹤与鲸凉鹤去飞键后一致	
440	全	7693	quan2	quan	quan2			quan	整词词典与原始音节一致	
441	确实	7630	que4 shi2	queshi	que4 shi2	que shi	que shi	que shi	简单鹤与鲸凉鹤去飞键后一致	
442	挺	7603	ting3	ting	ting3			ting	整词词典与原始音节一致	
443	此	7595	ci3	ci	ci3			ci	整词词典与原始音节一致	
444	水	7581	shui3	shui	shui3			shui	整词词典与原始音节一致	
445	混蛋	7572	hun2 dan4	hundan	hun2 dan4	hun dan	hun dan	hun dan	简单鹤与鲸凉鹤去飞键后一致	
446	杯	7541	bei1	bei	bei1			bei	整词词典与原始音节一致	
447	保证	7515	bao3 zheng4	baozheng	bao3 zheng4	bao zheng	bao zheng	bao zheng	简单鹤与鲸凉鹤去飞键后一致	
448	学校	7502	xue2 xiao4	xuexiao	xue2 xiao4	xue xiao	xue xiao	xue xiao	简单鹤与鲸凉鹤去飞键后一致	
449	卖	7475	mai4	mai	mai4			mai	整词词典与原始音节一致	
450	信	7450	xin4	xin	xin4			xin	整词词典与原始音节一致	
451	接受	7444	jie1 shou4	jieshou	jie1 shou4	jie shou	jie shou	jie shou	简单鹤与鲸凉鹤去飞键后一致	
452	改变	7434	gai3 bian4	gaibian	gai3 bian4	gai bian	gai bian	gai bian	简单鹤与鲸凉鹤去飞键后一致	
453	舞	7420	wu3	wu	wu3			wu	整词词典与原始音节一致	
454	看来	7416	kan4 lai5	kanlai	kan4 lai2	kan lai	kan lai	kan lai	简单鹤与鲸凉鹤去飞键后一致	
455	高	7415	gao1	gao	gao1			gao	整词词典与原始音节一致	
456	麻烦	7376	ma2 fan5	mafan	ma2 fan2	ma fan	ma fan	ma fan	简单鹤与鲸凉鹤去飞键后一致	
457	出现	7322	chu1 xian4	chuxian	chu1 xian4	chu xian	chu xian	chu xian	简单鹤与鲸凉鹤去飞键后一致	
458	打算	7315	da3 suan4	dasuan	da3 suan4	da suan	da suan	da suan	简单鹤与鲸凉鹤去飞键后一致	
459	电影	7249	dian4 ying3	dianying	dian4 ying3	dian ying	dian ying	dian ying	简单鹤与鲸凉鹤去飞键后一致	
460	试	7231	shi4	shi	shi4			shi	整词词典与原始音节一致	
