行号	词	词频	原拼音	辅助拼音	词典读音	简单鹤	鲸凉鹤	采用	依据	问题
10419	露天	118	lu4 tian1	lutian	lu4 tian1	lou tian | lu tian	lou tian | lu tian	lu tian	原始音节与Chai一致且获两参考支持；兼容异读未当频次	参考含多个读音；未均摊词频
10441	打的	117	da3 di1	dade	da3 de5		da di	da di	整词人工裁决	原始两拼音字段矛盾；整词词典与原始拼音矛盾
10509	行列	116	hang2 lie4	xinglie	hang2 lie4	hang lie	hang lie	hang lie	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
10511	贵重	116	gui4 zhong4	guji	gui4 zhong4	gui zhong	gui zhong	gui zhong	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
10582	镇长	115	zhen4 zhang3	zhenchang	zhen4 zhang3	zhen zhang	zhen zhang	zhen zhang	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
10657	弹奏	113	tan2 zou4	danzou	tan2 zou4	tan zou	tan zou	tan zou	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
10687	长大成人	113	chang2/zhang3 da4/dai4 cheng2 ren2	changdachengren	zhang3 da4 cheng2 ren2			zhang da cheng ren	整词词典与原始音节一致	整词词典与辅助拼音矛盾
10786	的士	111	di2 shi4	deshi	di1 shi4			di shi	整词词典与原始音节一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
10827	强劲	110	qiang2 jing4	qiangjin	qiang2 jing4	qiang jing	qiang jin | qiang jing	qiang jing	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
10949	搜捕	108	sou1 bu3	soubo	sou1 bu3	sou bu	sou bu	sou bu	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
11020	行家	107	hang2 jia1	xingjia	hang2 jia5	hang jia	hang jia	hang jia	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
11151	还债	105	huan2 zhai4	huanzhai	huan2 zhai4	hai zhai | huan zhai	hai zhai | huan zhai	huan zhai	原始音节与Chai一致且获两参考支持；兼容异读未当频次	参考含多个读音；未均摊词频
11158	飞弹	105	fei1 dan4	feidan		fei dan | fei tan	fei dan | fei tan	待分配	参考异读无法消歧；待分配	两份参考不能唯一确定
11166	削减	104	xue1 jian3	xiaojian	xue1 jian3	xiao jian | xue jian	xiao jian | xue jian	xue jian	原始音节与Chai一致且获两参考支持；兼容异读未当频次	原始两拼音字段矛盾；整词词典与辅助拼音矛盾；参考含多个读音；未均摊词频
11186	挨着	104	ai1/ai2 zhao1/zhao2/zhe5/zhuo2	aizhuo	ai1 zhe5	ai zhe	ai zhe	ai zhe	简单鹤与鲸凉鹤去飞键后一致	整词词典与辅助拼音矛盾
11366	不省人事	101	bu4 xing3 ren2 shi4	bushengrenshi	bu4 xing3 ren2 shi4			bu xing ren shi	整词词典与原始音节一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
11378	包扎	101	bao1 za1	baozha	bao1 za1	bao za | bao zha	bao za | bao zha	bao za	原始音节与Chai一致且获两参考支持；兼容异读未当频次	原始两拼音字段矛盾；整词词典与辅助拼音矛盾；参考含多个读音；未均摊词频
11395	当着	101	dang1/dang4 zhao1/zhao2/zhe5/zhuo2	dangzhuo	dang1 zhe5	dang zhe	dang zhe	dang zhe	简单鹤与鲸凉鹤去飞键后一致	整词词典与辅助拼音矛盾
11533	憎恶	99	zeng1 wu4	zenge	zeng1 wu4	zeng wu	zeng wu	zeng wu	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
11547	白血病	99	bai2 xue4 bing4	baixuebing	bai2 xie3 bing4			待分配	证据不足或仍冲突；待分配	整词词典与原始拼音矛盾；整词词典与辅助拼音矛盾
11570	银行家	99	yin2 hang2 jia1	yinxingjia				待分配	证据不足或仍冲突；待分配	原始两拼音字段矛盾
11670	标识	97	biao1 zhi4	biaozhi	biao1 shi2	biao shi	biao shi	biao shi	简单鹤与鲸凉鹤去飞键后一致	整词词典与原始拼音矛盾；整词词典与辅助拼音矛盾；两鹤一致但原始拼音不同
11745	提防	96	di1 fang2	difang	di1 fang2	di fang | ti fang	di fang | ti fang	di fang	原始音节与Chai一致且获两参考支持；兼容异读未当频次	参考含多个读音；未均摊词频
11763	背着	96	bei1/bei4 zhao1/zhao2/zhe5/zhuo2	beizhuo	bei1 zhe5	bei zhe	bei zhe	bei zhe	简单鹤与鲸凉鹤去飞键后一致	整词词典与辅助拼音矛盾
11767	议长	96	yi4 zhang3	yichang	yi4 zhang3		yi zhang	yi zhang	整词人工裁决	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
11777	重温	96	chong2 wen1	zhongwen	chong2 wen1	chong wen	chong wen	chong wen	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
11820	捕鱼	95	bu3 yu2	boyu	bu3 yu2	bu yu	bu yu	bu yu	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
12202	排行榜	90	pai2 hang2 bang3	paixingbang	pai2 hang2 bang3			pai hang bang	整词词典与原始音节一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
12211	桔子	90	ju2 zi5	jiezi	ju2 zi3			待分配	证据不足或仍冲突；待分配	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
12215	沉没	90	chen2 mei2/mo4	chenmei	chen2 mo4	chen mo	chen mo	chen mo	整词人工裁决	整词词典与辅助拼音矛盾
12276	村长	89	cun1 zhang3	cunchang	cun1 zhang3	cun zhang	cun zhang	cun zhang	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
12298	趁着	89	chen4 zhao1/zhao2/zhe5/zhuo2	chenzhuo	chen4 zhe5	chen zhe	chen zhe	chen zhe	简单鹤与鲸凉鹤去飞键后一致	整词词典与辅助拼音矛盾
12324	凭着	88	ping2 zhao1/zhao2/zhe5/zhuo2	pingzhuo	ping2 zhe5	ping zhe	ping zhe	ping zhe	简单鹤与鲸凉鹤去飞键后一致	整词词典与辅助拼音矛盾
12431	拎	87	ling1	lin	lin1			lin	整词词典与辅助字段一致；修正原始音节	原始两拼音字段矛盾；整词词典与原始拼音矛盾
12466	重播	87	chong2/zhong4 bo1	zhongbo	chong2 bo1	chong bo	chong bo	chong bo	整词人工裁决	整词词典与辅助拼音矛盾
12483	内出血	86	nei4 chu1 xie3	neichuxue				待分配	证据不足或仍冲突；待分配	原始两拼音字段矛盾
12527	烧着	86	shao1 zhao1/zhao2/zhe5/zhuo2	shaozhuo	shao1 zhe5	shao zhao | shao zhe	shao zhao | shao zhe	待分配	参考异读无法消歧；待分配	整词词典与辅助拼音矛盾；两份参考不能唯一确定
12546	行当	86	hang2/hang4/heng2/xing2 dang1/dang4	xingdang	hang2 dang4	hang dang	hang dang	hang dang	整词人工裁决	整词词典与辅助拼音矛盾
12632	转角	85	zhuan3 jiao3	zhuanjiao	zhuan3 jiao3	zhuan jiao | zhuan jue	zhuan jiao | zhuan jue	zhuan jiao	原始音节与Chai一致且获两参考支持；兼容异读未当频次	参考含多个读音；未均摊词频
12634	重归于好	85	chong2/zhong4 gui1 yu2 hao3/hao4	zhongguiyuhao	chong2 gui1 yu2 hao3			chong gui yu hao	整词词典与原始音节一致	整词词典与辅助拼音矛盾
12665	外行	84	wai4 hang2	waixing	wai4 hang2	wai hang	wai hang	wai hang	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
12943	比尔·布坎南	81	bi3 er3 #bu4 kan3 na1/nan2	bier*bukannan				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
12969	薄弱	81	bo2 ruo4	boruo	bo2 ruo4	bao ruo | bo ruo	bao ruo | bo ruo	bo ruo	原始音节与Chai一致且获两参考支持；兼容异读未当频次	参考含多个读音；未均摊词频
12980	轻率	81	qing1 shuai4	qinglv	qing1 shuai4	qing shuai	qing shuai	qing shuai	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
12992	似曾相识	80	si4 ceng2 xiang1 shi2	sizengxiangshi	si4 ceng2 xiang1 shi2			si ceng xiang shi	整词词典与原始音节一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
13003	削弱	80	xue1 ruo4	xiaoruo	xue1 ruo4	xue ruo	xiao ruo | xue ruo	xue ruo	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
13022	归属	80	gui1 shu3	guizhong	gui1 shu3	gui shu	gui shu	gui shu	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
13127	捕获	79	bu3 huo4	bohuo	bu3 huo4	bu huo	bu huo	bu huo	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
13143	深思熟虑	79	shen1 si1 shu2 lu:4	shensishulv	shen1 si1 shou2 lv4			待分配	证据不足或仍冲突；待分配	整词词典与原始拼音矛盾；整词词典与辅助拼音矛盾
13145	游说	79	you2 shui4	youshui	you2 shui4	you shui | you shuo	you shui | you shuo	you shui	原始音节与Chai一致且获两参考支持；兼容异读未当频次	参考含多个读音；未均摊词频
13436	朝圣	76	chao2 sheng4	chaosheng	chao2 sheng4	chao sheng | zhao sheng	chao sheng | zhao sheng	chao sheng	原始音节与Chai一致且获两参考支持；兼容异读未当频次	参考含多个读音；未均摊词频
13438	检察长	76	jian3 cha2 chang2/zhang3	jianchachang	jian3 cha2 zhang3			jian cha zhang	整词词典与原始音节一致	整词词典与辅助拼音矛盾
13458	腔调	76	qiang1 diao4	qiangdiao	qiang1 diao4	qiang diao | qiang tiao	qiang diao | qiang tiao	qiang diao	原始音节与Chai一致且获两参考支持；兼容异读未当频次	参考含多个读音；未均摊词频
13476	长成	76	zhang3 cheng2	changcheng	zhang3 cheng2	chang cheng | zhang cheng	chang cheng | zhang cheng	zhang cheng	原始音节与Chai一致且获两参考支持；兼容异读未当频次	原始两拼音字段矛盾；整词词典与辅助拼音矛盾；参考含多个读音；未均摊词频
13529	暗地里	75	an4 de5 li3	andili	an4 di4 li3			an di li	整词词典与辅助字段一致；修正原始音节	原始两拼音字段矛盾；整词词典与原始拼音矛盾
13565	言归正传	75	yan2 gui1 zheng4 zhuan4	yanguizhengchuan	yan2 gui1 zheng4 zhuan4			yan gui zheng zhuan	整词词典与原始音节一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
13578	重蹈覆辙	75	chong2 dao4 fu4 zhe2	zhongdaofuzhe	chong2 dao3 fu4 zhe2			chong dao fu zhe	整词词典与原始音节一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
13692	解数	74	jie3/jie4/xie4 shu3/shu4/shuo4	jieshu	xie4 shu4		xie shu	xie shu	整词人工裁决	整词词典与辅助拼音矛盾
13811	重生	73	chong2 sheng1	zhongsheng	chong2 sheng1	chong sheng	chong sheng	chong sheng	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
13963	向着	71	xiang4 zhao1/zhao2/zhe5/zhuo2	xiangzhuo	xiang4 zhe5	xiang zhe	xiang zhe	xiang zhe	简单鹤与鲸凉鹤去飞键后一致	整词词典与辅助拼音矛盾
13967	国防部长	71	guo2 fang2 bu4 zhang3	guofangbuchang	guo2 fang2 bu4 zhang3			guo fang bu zhang	整词词典与原始音节一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
14073	在行	70	zai4 hang2/hang4/heng2/xing2	zaixing	zai4 hang2		zai hang	zai hang	整词人工裁决	整词词典与辅助拼音矛盾
14089	弹片	70	dan4 pian4	danpian	dan4 pian4	dan pian | tan pian	dan pian | tan pian	dan pian	原始音节与Chai一致且获两参考支持；兼容异读未当频次	参考含多个读音；未均摊词频
14280	马克·安东尼	69	ma3 ke4 #an1 dong1 ni2	make*andongni				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
14302	动弹	68	dong4 dan4	dongdan	dong4 tan2	dong tan	dong tan	dong tan	简单鹤与鲸凉鹤去飞键后一致	整词词典与原始拼音矛盾；整词词典与辅助拼音矛盾；两鹤一致但原始拼音不同
14385	重塑	68	chong2 su4	zhongsu	chong2 su4	chong su	chong su	chong su	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
14407	交还	67	jiao1 huan2	jiaohuan	jiao1 huan2	jiao hai	jiao hai | jiao huan	待分配	两鹤与原始音节、Chai相互矛盾；待裁决	不能仅靠两鹤一致覆盖另一组一致证据
14500	装模作样	67	zhuang1 mu2 zuo4 yang5	zhuangmozuoyang	zhuang1 mu2 zuo4 yang4			zhuang mu zuo yang	整词词典与原始音节一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
14502	褪色	67	tun4 se4	tuise	tui4 shai3	tui se	tui se	tui se	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与原始拼音矛盾；整词词典与辅助拼音矛盾；两鹤一致但原始拼音不同；两鹤一致但Chai不同
14552	参谋长	66	can1 mou2 zhang3	canmouchang	can1 mou2 zhang3			can mou zhang	整词词典与原始音节一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
14565	对称	66	dui4 chen4	duichen	dui4 chen4	dui chen | dui cheng	dui chen | dui cheng	dui chen	原始音节与Chai一致且获两参考支持；兼容异读未当频次	参考含多个读音；未均摊词频
14586	斯坦·罗斯	66	si1 tan3 #luo1/luo2/luo5 si1	sitan*luosi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
14743	疟疾	65	nu:e4 ji2	nueji	nve4 ji2	nve ji	nve ji	nve ji	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
14771	配给	65	pei4 gei3/ji3	peigei	pei4 ji3	pei gei | pei ji	pei gei | pei ji	待分配	参考异读无法消歧；待分配	整词词典与辅助拼音矛盾；两份参考不能唯一确定
14794	兄长	64	xiong1 chang2/zhang3	xiongzhang	xiong1 zhang3	xiong chang | xiong zhang	xiong chang | xiong zhang	待分配	参考异读无法消歧；待分配	两份参考不能唯一确定
14845	有朝一日	64	you3 zhao1 yi1 ri4	youchaoyiri	you3 zhao1 yi1 ri4			you zhao yi ri	整词词典与原始音节一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
14878	自大狂	64	zi4 dai4 kuang2	zidakuang				待分配	证据不足或仍冲突；待分配	原始两拼音字段矛盾
14941	多重	63	duo1 chong2/zhong4	duozhong	duo1 zhong4	duo chong | duo zhong	duo chong | duo zhong	待分配	参考异读无法消歧；待分配	两份参考不能唯一确定
15019	语调	63	yu3 diao4	yudiao	yu3 diao4	yu diao | yu tiao	yu diao | yu tiao	yu diao	原始音节与Chai一致且获两参考支持；兼容异读未当频次	参考含多个读音；未均摊词频
15028	还给	63	huan2 gei3	huangei	huan2 gei3	hai gei | huan gei	hai gei | huan gei	huan gei	原始音节与Chai一致且获两参考支持；兼容异读未当频次	参考含多个读音；未均摊词频
15033	配角	63	pei4 jue2	peijiao	pei4 jue2	pei jue	pei jiao | pei jue	pei jue	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
15047	乐手	62	yue4 shou3	leshou	yue4 shou3	le shou | yue shou	le shou | yue shou	yue shou	原始音节与Chai一致且获两参考支持；兼容异读未当频次	原始两拼音字段矛盾；整词词典与辅助拼音矛盾；参考含多个读音；未均摊词频
15187	马尾	62	ma3 wei3	mayi	ma3 wei3	ma wei	ma wei	ma wei	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
15249	托尼·阿尔梅达	61	tuo1 ni2 #a1/a5/e1 er3 mei2 da2	tuoni*aermeida				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
15303	紧接着	61	jin3 jie1 zhao1/zhao2/zhe5/zhuo2	jinjiezhuo	jin3 jie1 zhe5			jin jie zhe	整词词典与原始音节一致	整词词典与辅助拼音矛盾
15415	明摆着	60	ming2 bai3 zhe5	mingbaizhuo				待分配	证据不足或仍冲突；待分配	原始两拼音字段矛盾
15516	声名狼藉	59	sheng1 ming2 lang2 ji2/jie4	shengminglangjie	sheng1 ming2 lang2 ji2			sheng ming lang ji	整词词典与原始音节一致	整词词典与辅助拼音矛盾
15523	奥黛丽	59	Ao4 da4 li4	aodaili				待分配	证据不足或仍冲突；待分配	原始两拼音字段矛盾
15565	格调	59	ge2 diao4	gediao	ge2 diao4	ge diao | ge tiao	ge diao | ge tiao	ge diao	原始音节与Chai一致且获两参考支持；兼容异读未当频次	参考含多个读音；未均摊词频
15611	说客	59	shui4 ke4	shuike	shui4 ke4	shuo ke	shuo ke	待分配	两鹤与原始音节、Chai相互矛盾；待裁决	不能仅靠两鹤一致覆盖另一组一致证据
15622	重头	59	chong2/zhong4 tou2	zhongtou	zhong4 tou2	chong tou | zhong tou	chong tou | zhong tou	待分配	参考异读无法消歧；待分配	两份参考不能唯一确定
15639	乐谱	58	yue4 pu3	lepu	yue4 pu3	yue pu	yue pu	yue pu	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
15645	便宜货	58	pian2 yi5 huo4	bianyihuo				待分配	证据不足或仍冲突；待分配	原始两拼音字段矛盾
15654	剖腹产	58	pou1 fu4 chan3	pofuchan	pou1 fu4 chan3			pou fu chan	整词词典与原始音节一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
15705	捕猎	58	bu3 lie4	bolie	bu3 lie4	bu lie	bu lie	bu lie	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
15783	馆长	58	guan3 chang2/zhang3	guanchang	guan3 zhang3	guan zhang	guan zhang	guan zhang	整词人工裁决	整词词典与辅助拼音矛盾
15807	卷土重来	57	juan3 tu3 chong2 lai2	juantuzhonglai	juan3 tu3 chong2 lai2			juan tu chong lai	整词词典与原始音节一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
15816	吱吱	57	zhi1/zi1 zhi1/zi1	zhizhi	zi1 zi1		zi zi	zi zi	单份鹤参考与其他证据一致	整词词典与辅助拼音矛盾
15826	塞车	57	sai1 che1	saiche	sai1 che1	sai che | se che	sai che | se che	sai che	原始音节与Chai一致且获两参考支持；兼容异读未当频次	参考含多个读音；未均摊词频
15827	声乐	57	sheng1 yue4	shengle	sheng1 yue4	sheng yue	sheng yue	sheng yue	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
15895	西藏	57	Xi1 zang4	xicang	xi1 zang4	xi zang	xi zang	xi zang	整词人工裁决	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
15967	奥德莉·瑞恩斯	56	ao4 de2 li4 #rui4 en1 si1	aodeli*ruiensi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
16031	结扎	56	jie1/jie2 za1/zha1/zha2	jiezha	jie2 za1	jie za | jie zha	jie za | jie zha	待分配	参考异读无法消歧；待分配	整词词典与辅助拼音矛盾；两份参考不能唯一确定
16102	口角	55	kou3 jiao3	koujue	kou3 jiao3	kou jiao	kou jiao	kou jiao	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
16202	表露	55	biao3 lu4	biaolu	biao3 lu4	biao lou | biao lu	biao lou | biao lu	biao lu	原始音节与Chai一致且获两参考支持；兼容异读未当频次	参考含多个读音；未均摊词频
