length	source	sentence	hanzi
15	传媒	每周召开视频会，及时了解招聘情况	每周召开视频会及时了解招聘情况
15	对话	读的是本科然后直接一年的研究生	读的是本科然后直接一年的研究生
15	网文	” 父辈奋斗过的青春，我们也正经历着	父辈奋斗过的青春我们也正经历着
15	百科	* 冈山县立冈山操山中学校・高等学校	冈山县立冈山操山中学校高等学校
15	传媒	甘德县：有效激励干部勇担当善作为	甘德县有效激励干部勇担当善作为
15	对话	虽然你是机器人～但我待你是真心的	虽然你是机器人但我待你是真心的
15	网文	要在两者间保持某种平衡殊非易事	要在两者间保持某种平衡殊非易事
15	百科	流域内之迳流集中于最低点而流出	流域内之迳流集中于最低点而流出
15	传媒	如何更高水平建好西部陆海新通道	如何更高水平建好西部陆海新通道
15	对话	让你男朋友给你打一针你就明白了	让你男朋友给你打一针你就明白了
15	网文	永嘉太守，晋明帝太宁元年，分临海立	永嘉太守晋明帝太宁元年分临海立
15	百科	累世子孙，相传不绝，亦有随女子嫁焉	累世子孙相传不绝亦有随女子嫁焉
15	传媒	广东局部出现霜（冰）冻 昼夜温差加大	广东局部出现霜冰冻昼夜温差加大
15	对话	妞坚定下来吧~不管是工作还是学习	妞坚定下来吧不管是工作还是学习
15	网文	宋朝最初是进贡的，后来改名为银杏	宋朝最初是进贡的后来改名为银杏
15	百科	是一款由南梦宫制作的平台类游戏	是一款由南梦宫制作的平台类游戏
15	传媒	活动现场，人潮涌动，欢呼声此起彼伏	活动现场人潮涌动欢呼声此起彼伏
15	对话	晚饭吃了一大堆接着吃芋圆，你试试	晚饭吃了一大堆接着吃芋圆你试试
15	网文	这一发现周一发表在了《细胞》杂志上	这一发现周一发表在了细胞杂志上
15	百科	上党郡武乡（今山西省榆社县西北）人	上党郡武乡今山西省榆社县西北人
15	传媒	增强反腐工作的透明度与可预见性	增强反腐工作的透明度与可预见性
15	对话	好吧，我不开心的时候可以讲一大堆	好吧我不开心的时候可以讲一大堆
15	网文	看到了外出务工人员开回了小轿车	看到了外出务工人员开回了小轿车
15	百科	清朝时汉人大臣中，亦多出于庶吉士	清朝时汉人大臣中亦多出于庶吉士
15	传媒	”　　王维的生命转折点发生在“安史之乱”	王维的生命转折点发生在安史之乱
15	对话	哇哇哇哇是拍婚纱照还是试婚纱哇	哇哇哇哇是拍婚纱照还是试婚纱哇
15	网文	为了切实做好“防灾减灾日”宣传活动	为了切实做好防灾减灾日宣传活动
15	百科	顾其蕴之孙顾秉忠在园内建安时堂	顾其蕴之孙顾秉忠在园内建安时堂
15	传媒	我想尽可能给它提供好的生活条件	我想尽可能给它提供好的生活条件
15	对话	你都没说要等我到下辈子呢，伤心了	你都没说要等我到下辈子呢伤心了
15	网文	出现了很多超设计标准使用的房屋	出现了很多超设计标准使用的房屋
15	百科	* 二次、三次、多次乘方、开方以及求倒数	二次三次多次乘方开方以及求倒数
15	传媒	图为马来西亚青少年正在挑选汉服	图为马来西亚青少年正在挑选汉服
15	对话	就，捏脸里的，装饰物，已经出了几页了	就捏脸里的装饰物已经出了几页了
15	网文	“发展绿色物流是全社会共同的责任	发展绿色物流是全社会共同的责任
15	百科	《红尘梦》是首以佛教概念包装的情歌	红尘梦是首以佛教概念包装的情歌
15	传媒	新就业群体成为基层治理的新力量	新就业群体成为基层治理的新力量
15	对话	你太年轻哈哈，多玩几年就见得多了	你太年轻哈哈多玩几年就见得多了
15	网文	三是春夏交替期仍需防范森林火险	三是春夏交替期仍需防范森林火险
15	百科	机动性调整值可以让累赘取样更多	机动性调整值可以让累赘取样更多
15	传媒	”魏指导员一句话，点出了带兵的真谛	魏指导员一句话点出了带兵的真谛
15	对话	哈哈哈，不过这次可以开心地失眠了	哈哈哈不过这次可以开心地失眠了
15	网文	学会欣赏真，要在重重面具下看到真	学会欣赏真要在重重面具下看到真
15	百科	总书记戈尔巴乔夫在闭幕式上讲话	总书记戈尔巴乔夫在闭幕式上讲话
15	传媒	泥河湾遗址群考古取得突破性进展	泥河湾遗址群考古取得突破性进展
15	对话	我会告诉你遛木木每天至少公里吗	我会告诉你遛木木每天至少公里吗
15	网文	蒂姆邓肯你知道邓肯出生在哪里吗	蒂姆邓肯你知道邓肯出生在哪里吗
15	百科	南迁的一支则于唐末入闽，宋时入粤	南迁的一支则于唐末入闽宋时入粤
15	传媒	“双向奔赴”让中阿经贸合作热潮涌动	双向奔赴让中阿经贸合作热潮涌动
15	对话	独生子女觉得孤单的举下手看一下	独生子女觉得孤单的举下手看一下
15	网文	现代科技把人类带入了计算机时代	现代科技把人类带入了计算机时代
15	百科	”可见唐代长溪县已培育出“白茶”品种	可见唐代长溪县已培育出白茶品种
15	传媒	陕西审计督促规范农民工工资支付	陕西审计督促规范农民工工资支付
15	对话	哈哈哈还是快人家帮我占咯位置勒	哈哈哈还是快人家帮我占咯位置勒
15	网文	其它三年中职的专业，适当参考分数	其它三年中职的专业适当参考分数
15	百科	所有的生物都是由有机化合物组成	所有的生物都是由有机化合物组成
15	传媒	“在中信戴卡，人最多的就是研发部门	在中信戴卡人最多的就是研发部门
15	对话	不知道是吃多了还是大姨妈快来了	不知道是吃多了还是大姨妈快来了
15	网文	超声波传感器的主要性能指标包括：	超声波传感器的主要性能指标包括
15	百科	辖境约今湖北省随州市、广水市一带	辖境约今湖北省随州市广水市一带
15	传媒	因此，志愿的本质在于只求“因”、不问“果”	因此志愿的本质在于只求因不问果
15	对话	你没有那个能力去维护自己的权益	你没有那个能力去维护自己的权益
15	网文	因为雷池一旦失守，历阳也就保不住	因为雷池一旦失守历阳也就保不住
15	百科	自那时开始，联赛参赛队伍不断增加	自那时开始联赛参赛队伍不断增加
15	传媒	其次,建立横向的数据核查协作机制	其次建立横向的数据核查协作机制
15	对话	和我想出去玩但没钱是一样的道理	和我想出去玩但没钱是一样的道理
15	网文	并形成了供应链整车风险日报机制	并形成了供应链整车风险日报机制
15	百科	扁平苔藓现时未有特效的办法治疗	扁平苔藓现时未有特效的办法治疗
15	传媒	固原：“双轮驱动”提升接处警工作质效	固原双轮驱动提升接处警工作质效
15	对话	~我喜欢春天不愿意来，冬天不愿意走	我喜欢春天不愿意来冬天不愿意走
15	网文	爸爸说，球是推出去的，类似抛的动作	爸爸说球是推出去的类似抛的动作
15	百科	这是培养良好行为习惯的有效途径	这是培养良好行为习惯的有效途径
15	传媒	这可以从主客观两方面来分析原因	这可以从主客观两方面来分析原因
15	对话	刚想夸你聪明了一点，结果又犯傻了	刚想夸你聪明了一点结果又犯傻了
15	网文	大榕树仓库环境综合监控系统特点:	大榕树仓库环境综合监控系统特点
15	百科	七朵花各人在戏剧、主持等各有发展	七朵花各人在戏剧主持等各有发展
15	传媒	新时代，西藏人口思想素质大幅提升	新时代西藏人口思想素质大幅提升
15	对话	对呀我都奇怪这个假期头发长的快	对呀我都奇怪这个假期头发长的快
15	网文	此外，摄取咖啡因也会降低受孕机率	此外摄取咖啡因也会降低受孕机率
15	百科	* 最佳男配角：杰弗里·拉什《国王的演讲》	最佳男配角杰弗里拉什国王的演讲
15	传媒	走，随我们一起追寻他们跋涉的足迹	走随我们一起追寻他们跋涉的足迹
15	对话	咋人家发个啥你都是我也要我也要	咋人家发个啥你都是我也要我也要
15	网文	在汤阴县，小河村只是一个样板而已	在汤阴县小河村只是一个样板而已
15	百科	* 制作：野间惟道、羽佐间重彰、今田智宪	制作野间惟道羽佐间重彰今田智宪
15	传媒	今年是深圳青年艺术周第十个年头	今年是深圳青年艺术周第十个年头
15	对话	在床上板来板去，睡不着，我吃饭去了	在床上板来板去睡不着我吃饭去了
15	网文	男主人公张丰掏出手机信息回复道	男主人公张丰掏出手机信息回复道
15	百科	* 黄炳茹：南京农业大学草业学院教授	黄炳茹南京农业大学草业学院教授
15	传媒	”正在接受治疗的村民梁凤感慨地说	正在接受治疗的村民梁凤感慨地说
15	对话	动物园的大象都好呆萌，都好有意思	动物园的大象都好呆萌都好有意思
15	网文	我当时很吃惊，问了一句：“什么不公平	我当时很吃惊问了一句什么不公平
15	百科	另一方面写夏瑜等革命党人的牺牲	另一方面写夏瑜等革命党人的牺牲
15	传媒	贵州省定位是国家生态文明试验区	贵州省定位是国家生态文明试验区
15	对话	第一眼就看到了你身后的那堆衣服	第一眼就看到了你身后的那堆衣服
15	网文	它的气力在腰间，能力在肚腹的筋上	它的气力在腰间能力在肚腹的筋上
15	百科	邓世隆，唐朝相州（今河南省安阳市）人	邓世隆唐朝相州今河南省安阳市人
15	传媒	宁夏绘就科技创新高地建设“路线图”	宁夏绘就科技创新高地建设路线图
15	对话	我能自己偷偷留下带门票的那种吗	我能自己偷偷留下带门票的那种吗
15	网文	至宋，再称道家统，渐呈商品社会萌芽	至宋再称道家统渐呈商品社会萌芽
15	百科	顺天堂医科大学预科（现：顺天堂大学）	顺天堂医科大学预科现顺天堂大学
15	传媒	新时代，西藏人口身体素质大幅改善	新时代西藏人口身体素质大幅改善
15	对话	我回归健身房了最近每周都有去了	我回归健身房了最近每周都有去了
15	网文	最好是加强检疫，严防引入带虫苗木	最好是加强检疫严防引入带虫苗木
15	百科	少女能杀死刽子手，少女能毁灭魔法	少女能杀死刽子手少女能毁灭魔法
15	传媒	如今，没有人能够自信地再现其技术	如今没有人能够自信地再现其技术
15	对话	佳佳你当初最看中你老公的哪一点	佳佳你当初最看中你老公的哪一点
15	网文	词语，已在接受者手中直接成为命运	词语已在接受者手中直接成为命运
15	百科	* 限定次重量级选手参赛，采循环赛制	限定次重量级选手参赛采循环赛制
15	传媒	领域法学有助于丰富法学研究方法	领域法学有助于丰富法学研究方法
15	对话	今天一直挺开心的，突然发生了点事	今天一直挺开心的突然发生了点事
15	网文	可能发生累积影响：见急性危害/症状	可能发生累积影响见急性危害症状
15	百科	一年后年加入同国的奥林匹亚科斯	一年后年加入同国的奥林匹亚科斯
15	传媒	阴虚有火、月经量大者慎用玫瑰花茶	阴虚有火月经量大者慎用玫瑰花茶
15	对话	我没钱啊樱桃都买不起还买车厘子	我没钱啊樱桃都买不起还买车厘子
15	网文	贺泓说，污染排放是灰霾形成的内因	贺泓说污染排放是灰霾形成的内因
15	百科	玩家只能使用半衰期中的部分武器	玩家只能使用半衰期中的部分武器
15	传媒	本文转自：青海日报拍摄：张慧慧 贾泓	本文转自青海日报拍摄张慧慧贾泓
